Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Baal Shiv,None,,Drama,7.5,2021,,"Aan Tiwari, Shivya Pathania, Mouli Ganguly, Siddharth Arora",,27
Yamla Pagla Deewana 2,Not Rated,154,"Action, Comedy",3.4,2013,Sangeeth Sivan,"Dharmendra, Sunny Deol, Bobby Deol, Neha Sharma",,"1,931"
Baap Beti,None,,Drama,7.7,1954,Bimal Roy,"Sunalini Devi, Dolly, Tabassum Govil, Nasir Hussain",,17
Dev,None,172,Drama,6.7,2004,Govind Nihalani,"Amitabh Bachchan, Om Puri, Fardeen Khan, Kareena Kapoor",,"1,425"
Vatsalyam,Not Rated,156,Drama,8.4,1993,Cochin Hanifa,"Mammootty, Geetha, Siddique, Kaviyoor Ponnamma",,"3,219"
Glamour,None,135,Thriller,6.7,2014,Mahua Chakraborty,"Sasmit Bagchi, Sabyasachi Chakrabarty, Parambrata Chattopadhyay, Parno Mittra",,153
Naalaiya Theerpu,Not Rated,140,"Drama, Romance",7.5,1992,S.A. Chandrashekhar,"Joseph Vijay, Sarath Babu, Chaplin Balu, S.S. Chandran",,"1,141"
The 'Other' Love Story,None,,"Drama, Romance",8.7,2016,,"Shweta Gupta, Spoorthi Gumaste, Roopa Rao",,352
The Aam Aadmi Family,None,,"Comedy, Drama",8.5,2016,,"Brijendra Kala, Lubna Salim, Chandan Anand, Gunjan Malhotra",,"2,063"
Brand Babu,None,144,Comedy,5.3,2018,P. Prabhakar,"Sumanth Shailendra, Eesha Rebba, Murli Sharma, Kotesh Manava",,187
Dada,Not Rated,133,Action,5.0,1999,T.L.V. Prasad,"Ishrat Ali, Mithun Chakraborty, Jack Gaud, Manvi Goswami",,36
Shree,None,20,"Drama, Fantasy, Mystery",8.6,2008,,"Pankaj Singh Tiwari, Vibha Anand, Mehul Buch, Wasna Ahmed",,20
Mastana,Not Rated,151,"Drama, Comedy, Family",7.1,1970,Adurthi Subba Rao,"Mehmood, Padmini, Bharathi, Vinod Khanna",,72
Dekh Bhai Dekh,None,,Comedy,8.6,1993,,"Navin Nischol, Farida Jalal, Shekhar Suman, Bhavna Balsawar",,"1,393"
Anbe Vaa,None,22,Drama,4.3,2020,,"Delna Davis, Viraat, Vinaya Prasad, Radha Ravi",,39
Blind Love: An Incomplete Love Story,None,,"Short, Romance",9.5,2021,Pradip Khairwar,"Shagun Pandey, Aalisha Panwar",,41
Shehar Lakhot,None,,Drama,,2022,,"Priyanshu Painyuli, Sruthi Menon, Chandan Roy Sanyal, Kubbra Sait",,
Gul Makai,Not Rated,132,"Biography, Drama, War",2.5,2020,Amjad Khan,"Reem Shaikh, Divya Dutta, Atul Kulkarni, Om Puri",,284
Chance Pe Dance,None,122,"Comedy, Drama, Music",4.8,2010,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza, Mohnish Behl, Satish Shah",$0.16M,"3,009"
Alert 24X7,None,,"Action, Thriller",,2024,Soujan Josseph,"Anupam Kher, Sanjay Dutt, Kabir Bedi, Raveena Tandon",,
Maherchi Sadi,None,,Family,7.6,1991,Vijay Kondke,"Ramesh Bhatkar, Vijay Chavan, Ajinkya Deo, Jayshree Gadkar",,72
Raja Vaaru Rani Gaaru,None,133,Romance,7.4,2019,Ravi Kiran Kola,"Kiran Abbavaram, Ajay, Vegi Bhadram, Srinivas Bogireddy",,849
The Train: Some Lines Should Never Be Crossed...,None,134,"Crime, Drama, Thriller",4.4,2007,"Hasnain Hyderabadwala, 
Raksha Mistry","Emraan Hashmi, Geeta Basra, Rajat Bedi, Anant Mahadevan",,"1,176"
I Am,None,95,Drama,6.8,2010,Onir,"Juhi Chawla, Rahul Bose, Radhika Apte, Nandita Das",,"1,014"
We R Friends,None,110,Drama,4.7,2006,Jaidev Chakraborty,"Addy, Ashok Asrani, Bhupindder Bhoopii, Nazneen Contractor",,19
Vijay Superum Pournamiyum,None,135,"Comedy, Drama",7.1,2019,Jis Joy,"Asif Ali, Aishwarya Lekshmi, Siddique, Renji Panicker",,"1,520"
Selfie with Bajrangi,None,,Animation,2.5,2017,,,,229
Kattappanayile Rithwik Roshan,None,140,"Comedy, Drama, Romance",7.0,2016,Nadirsha,"Lijo Mol Jose, Nadirsha, Swasika Vijay, Jaffer Idukki",,"1,629"
En Thangai Kalyani,None,,Drama,6.3,1988,Thesingu Rajendar,"Thesingu Rajendar, Sudha, Srividya, Renuka",,32
Kirdaar,None,,Drama,8.4,1993,,"Om Puri, Bhupendra, Manav Kajaria, Mita Vashisht",,95
Mamma the spirit,None,,Horror,,2022,Sunil Varma,"Raj Agrawal, Mo Ansari, Tridev Lohiya, Rekha Mona Sarkar",,
Maanagara Kaaval,None,150,"Action, Drama",7.3,1991,Thiyagaraja M.,"Vijayakanth, Suman Ranganath, M.N. Nambiar, Lakshmi",,37
A (Ad Infinitum),None,153,"Family, Thriller",8.1,2021,Ugandhar Muni,"Nithin Prasanna, Preethi Asrani, Snehal Kamath, Baby Deevena",,"1,753"
Souten,None,160,"Drama, Musical, Romance",5.5,1983,Saawan Kumar Tak,"Rajesh Khanna, Tina Ambani, Padmini Kolhapure, Prem Chopra",,218
Mahaanta: The Film,None,,"Action, Crime, Drama",4.0,1997,Afzal Khan,"Jeetendra, Poonam Dhillon, Sanjay Dutt, Madhuri Dixit",,190
Psycho,None,,"Short, Drama, Horror",8.8,2020,Nikaash,"Anish, Induja, Mohanaselvam, Nikaash",,34
Badri,Not Rated,158,"Comedy, Drama, Romance",7.2,2000,Puri Jagannadh,"Pawan Kalyan, Ameesha Patel, Renu Desai, Prakash Raj",,"1,987"
1 by Two,None,150,Thriller,5.3,2014,Arun Kumar,"Fahadh Faasil, Murali Gopy, Honey Rose, Shyamaprasad",,373
Achanak 37 Saal Baad,None,,Thriller,8.4,2002,,"Faraaz Khan, Iravati Harshe, Shishir Sharma, Manish Khanna",,98
Rock Paper Scissors,None,,"Short, Comedy",7.5,2019,,"Vidhya Vijaykumar, Deepa Thomas, Sruthy Suresh, Krishna Chandran",,83
Ankahee,None,151,"Drama, Romance, Thriller",4.7,2006,Vikram Bhatt,"Aftab Shivdasani, Ameesha Patel, Esha Deol, Amin Hajee",,407
Gulaab Gang,Not Rated,139,"Action, Drama",6.0,2014,Soumik Sen,"Madhuri Dixit, Juhi Chawla, Divya Jagdale, Priyanka Bose",,"2,162"
Chal Man Jeetva Jaiye,None,123,Drama,8.5,2017,Dipesh Shah,"Karan Bhanushali, Krishna Bharadwaj, Samir Chandra, Hemen Chauhan",,924
Meghnadbodh Rohoshyo,None,150,Thriller,6.2,2017,Anik Datta,"Anindya Pulak Banerjee, Bhaskar Banerjee, Sounak Banerjee, Sanjay Biswas",,523
Kaun? Kaisey?,Not Rated,127,"Crime, Mystery",6.5,1983,,"Neelu Arora, Beena Banerjee, Ardhendu Bose, Candy",,53
Chalthe Chalthe,None,135,"Action, Comedy, Drama",8.7,2018,K. Pradeep Kumar,"Priyanka Jain, Rajshri Nair, V.K. Naresh, Pragathi",,60
Zindagi Zindabaad,None,,"Action, Biography, Drama",,,Prem Singh Sidhu,"Ninja, Mandy Takhar, Sukhdeep Sukh, Sardar Sohi",,
Mercury,None,106,"Horror, Thriller",6.1,2018,Karthik Subbaraj,"Prabhu Deva, Gajaraj, Mohammad Salman Khan, Ramya Nambeeshan",,"1,002"
Sass Meri Ne Munda Jamya,None,,"Drama, Family",5.4,2022,D.K. Bains,"Dilpreet Dhillon, Bhumika Sharma, Hardeep Gill, Nirmal Rishi",,18
Pathu Pathu,None,120,Drama,,2008,Sathyam,"Sona Heiden, Bose Venkat, Thalaivasal Vijay",,
Hum Saath Aath Hai,None,,Family,7.7,2001,,"Zoya Afroz, Kaivalya Chheda, Ketki Dave, Seema Kapoor",,145
Kaala Paani,None,,Drama,,2023,,"Arushi Sharma, Jagdish Rajpurohit, Parag Chadha",,
Insaniyat,None,180,"Action, Crime, Drama",3.0,1994,Tony Juneja,"Tom Alter, Sadashiv Amrapurkar, Mahesh Anand, Amitabh Bachchan",,295
Sakthi,Not Rated,161,"Action, Adventure, Fantasy",3.4,2011,Meher Ramesh,"N.T. Rama Rao Jr., Ileana D'Cruz, Pooja Bedi, Sonu Sood",,"1,180"
Haunted Evil Dead,None,98,Horror,4.0,2021,"Sonny Laguna, 
Tommy Wiklund","Lisa Henni, Amanda Renberg, Patrick Saxe, Ingar Sigvardsdotter",,26
Rocky Mental,None,129,"Action, Drama, Thriller",5.2,2017,Vikram Thori,"Parmish Verma, Tannu Kaur Gill, Mahabir Bhullar, Karanveer Khullar",,327
Nayaki,None,113,"Comedy, Horror, Thriller",2.6,2016,"Govi, 
Goverdhan Reddy","Trisha Krishnan, Ganesh Venkatraman, Satyam Rajesh, Sushma Raj",,179
Ganesapuram,None,146,Drama,5.2,2021,Veerangan,"Chinna, Risha",,13
Anveshippin Kandethum,None,,"Drama, Thriller",,,Darwin Kuriakose,"Tovino Thomas, Jaffer Idukki, Alencier Ley Lopez, Nandu",,
Jalwa,Not Rated,134,"Action, Comedy, Crime",6.6,1987,Pankaj Parashar,"Naseeruddin Shah, Archana Puran Singh, Tejeshwar Singh, Saeed Jaffrey",,167
Mithai,None,20,Drama,8.8,2022,,"Debattama Saha, Aashish Bharadwaj, Saurabh Agarwal, Pooja Dikshit",,11
Lashtam Pashtam,None,108,Drama,6.3,2018,Manav Bhalla,"Dolly Ahluwalia, Raanveer Chahal, Priyanshu Chatterjee, Tisca Chopra",,90
Jhooth Bole Kauwa Kaate,None,148,"Comedy, Romance",5.7,1998,Hrishikesh Mukherjee,"Anil Kapoor, Juhi Chawla, Amrish Puri, Anupam Kher",,829
Tera Intezaar,None,108,"Romance, Thriller",1.7,2017,Raajeev Walia,"Arbaaz Khan, Sunny Leone, Bhani Singh, Salil Ankola",,313
Sadda Adda,Not Rated,115,"Comedy, Drama, Romance",7.1,2012,Muazzam Beg,"Karan Sharma, Karanvir Sharma, Shaurya Chauhan, Bhaumik Sampat",,"1,408"
Tottaa Pataaka Item Maal,None,107,Drama,7.5,2019,Aditya Kripalani,"Shalini Vatsa, Chitrangada Satarupa, Sonal Joshi, Kritika Pande",,"7,920"
Sasural Genda Phool,None,,Drama,7.5,2010,,"Ragini Khanna, Jay Soni, Supriya Pilgaonkar, Sooraj Thapar",,234
Rajathandhiram,Unrated,132,"Action, Crime, Thriller",7.6,2015,A.G. Amid,"Veera Bahu, Regina Cassandra, Pattiyal K. Shekar, Darbuka Siva",,"1,401"
Antariksham 9000 kmph,Not Rated,140,"Adventure, Drama, Sci-Fi",5.9,2018,Sankalp Reddy,"Varun Tej, Aditi Rao Hydari, Lavanya Tripathi, Akhil",,"1,195"
Jeet,None,42,"Drama, Romance",7.0,2003,,"Ankur Nayyar, Aparna Tilak, Neeru Bajwa, Pawan Malhotra",,8
Nooru Kodi Vaanavil,None,,Romance,,,Sasi,"Harish Kalyan, Siddhi Idnani, Chinnijayanth, Rinil Mohan",,
"Wife, i",None,125,"Comedy, Romance, Thriller",8.9,2019,Gssp Kalyan,"Surya Akondi, Gunjann Aras, Mozammel Hoshen Chowdhury, Fida Gill",,869
Mainkar Chipay,None,50,Thriller,7.4,2020,Abrar Athar,"Afran Nisho, Shamol Mawla, Sariful Razz, Nawaf Naser",,"1,050"
Champion,None,140,"Action, Comedy, Drama",4.5,2000,"Padam Kumar, 
Jana Sue Memel","Sunny Deol, Prasant Samadhar, Manisha Koirala, Rahul Dev",,586
Untitled Arun Gopy/Dileep Project,None,,"Drama, Thriller",,,Arun Gopy,"Tamannaah Bhatia, Sarath Kumar, Indrajith Sukumaran, Dileep",,
Moonnam Pakkam,Not Rated,114,Drama,8.3,1988,P. Padmarajan,"Jagathi N.K. Achari, Ajayan Adoor, Ajayan, Asokan",,"1,033"
Jodi No. 1,Not Rated,180,"Comedy, Romance",5.8,2001,David Dhawan,"Sanjay Dutt, Govinda, Twinkle Khanna, Monica Bedi",$0.08M,"2,513"
Mohanlal,Not Rated,150,Comedy,4.2,2018,Sajid Yahiya,"Manju Warrier, Indrajith Sukumaran, Soubin Shahir, Shebin Benson",,573
Ninnu Choodalani,None,,Romance,4.1,2001,V.R. Pratap,"M.S. Narayana, Maharshi Raghava, Sivaji Raja, Raveena Rajput",,302
Untitled Rajesh Krishnan Project,None,,Comedy,,,Rajesh Krishnan,"Kareena Kapoor, Kriti Sanon, Tabu",,
Bandini,None,157,"Drama, Musical, Romance",7.7,1963,Bimal Roy,"Ashok Kumar, Nutan, Dharmendra, Raja Paranjpe",,841
Miles of Love,None,135,"Comedy, Drama, Music",9.3,2021,Kayyam Upendra Kumar Nandhan,"Medishetti Abhinav, Ramya Pasupileti, Kaushik Reddy, Vismaya Sri",,984
Shivamani,None,143,"Action, Romance",6.1,2003,Puri Jagannadh,"Nagarjuna Akkineni, Rakshitha, Asin Thottumkal, Prakash Raj",,419
Kshemanga Velli Labhamga Randi,None,,Comedy,6.6,2000,Raja Vannem Reddy,"Meka Srikanth, Rajendra Prasad, Brahmanandam, Roja",,143
Dadagiri,None,,"Action, Crime, Drama",5.9,1987,Deepak S. Shivdasani,"Rati Agnihotri, Rakesh Bedi, Mohan Choti, Sudhir Dalvi",,65
NH-8: Road to Nidhivan,Not Rated,95,Horror,2.9,2015,Munindra Gupta,"Auroshika Dey, Arjun Fauzdar, Swaroopa Ghosh, Ravneet Kaur",,43
Oru Kal Oru Kannadi,Not Rated,166,"Comedy, Romance",6.3,2012,M. Rajesh,"Udhayanidhi Stalin, Hansika Motwani, Santhanam, Jangiri Madhumitha",,"1,639"
Manu,None,180,"Mystery, Romance, Thriller",7.7,2018,Phanindra Narsetti,"Raja Goutham, Chandini Chowdary, John Kottoly, Aberaam Varma",,"1,095"
Tapa Tap,None,,Romance,,2021,,"Ankur Hasampuria, Kirti Swarnkar",,
Hote Hote Pyar Hogaya,None,140,"Romance, Action, Crime",4.5,1999,Firoz Irani,"Kajol, Atul Agnihotri, Jackie Shroff, Ayesha Jhulka",,323
Sindhu Samaveli,None,,"Drama, Thriller",4.6,2010,Samy,"Harish Kalyan, Amala Paul, Fahad Nasar, Ghajini",,74
Bade Ghar Ki Beti,None,138,Drama,6.1,1989,Kalpataru,"Shammi Kapoor, Rishi Kapoor, Meenakshi Sheshadri, Raj Kiran",,78
Memories,None,,"Crime, Fantasy, Romance",7.7,2018,,"Priyal Gor, Rohit Roy, Surleen Kaur, Madan Joshi",,248
Nau Do Gyarah,None,170,"Comedy, Romance, Thriller",7.2,1957,Vijay Anand,"Dev Anand, Kalpana Kartik, Shashikala Jawalkar, Jeevan Dhar",,166
Nigori Kaisi Jawani Hai,None,,"Short, Musical",,1994,,"Ila Arun, Anu Kuttoor, Achala Sachdev, Achla Sachdev",,
Singh vs. Kaur,None,149,Comedy,6.6,2013,Navaniat Singh,"Gippy Grewal, Surveen Chawla, Japji Khaira, Rohit Khurana",,788
Parasmani,Not Rated,137,"Adventure, Drama, Fantasy",6.6,1963,Babubhai Mistry,"Gitanjali, Mahipal, Nalini Chonkar, Maruti",,53
Patthar Ke Phool,None,155,"Action, Drama, Romance",5.6,1991,Anant Balani,"Salman Khan, Raveena Tandon, Kiran Kumar, Manohar Singh",,"1,156"
Shimmy,None,,"Short, Drama, Romance",8.4,2021,"Narendra Jagte, 
Disha Rindani, 
Disha Noyonika Rindani","Pratik Gandhi, Bhamini Oza, Chahat Tewani",,115
Dhummas,None,106,"Romance, Thriller",7.3,2021,Kartavya Shah,"Jayesh More, Kinjal Rajpriya, Ojas Rawal, Kinal Trivedi",,137
Janam Janam,None,,"Mystery, Romance, Thriller",5.8,1988,Vijay Sadanah,"Rishi Kapoor, Danny Denzongpa, Amrish Puri, Vinita Goel",,53
Suraj,Not Rated,155,"Romance, Musical, Action",6.8,1966,T. Prakash Rao,"Vyjayanthimala, Rajendra Kumar Tuli, Ajit Khan, Gajanan Jagirdar",,148
China Town,Not Rated,151,"Comedy, Crime, Romance",7.1,1962,Shakti Samanta,"Shammi Kapoor, Shakila, Helen, Madan Puri",,237
Suryakantham,None,139,"Comedy, Romance",5.5,2019,Pranith Bramandapally,"Karthik Appala, Kanchan Bamane, Perlene Bhesania, Akshara Kishor",,155
100 Days of Love,Not Rated,153,"Comedy, Romance",6.6,2015,Jenuse Mohamed,"Dulquer Salmaan, Nithya Menen, Sekhar Menon, Aju Varghese",,"2,322"
Varuthapadatha valibar sangam,None,160,"Comedy, Romance",6.8,2013,Ponram,"Sivakarthikeyan, Sathyaraj, Sri Divya, Soori",,"2,005"
Laawaris,None,189,"Drama, Action, Musical",7.0,1981,Prakash Mehra,"Amitabh Bachchan, Zeenat Aman, Rakhee Gulzar, Amjad Khan",,"2,399"
Biwi No. 1,Not Rated,159,"Comedy, Drama, Romance",5.7,1999,David Dhawan,"Karisma Kapoor, Salman Khan, Anil Kapoor, Sushmita Sen",,"5,904"
Yeh Hai Chahatein,None,22,Drama,4.1,2019,,"Sargun Kaur Luthra, Abrar Qazi, Aishwarya Sakhuja, Swarna Pandey",,627
Visudha Mejo,None,121,"Comedy, Romance",8.9,2022,Kiran Antony,"Dinoy Poulose, Mathew Thomas, Lijo Mol Jose, Abhiram Pothuval",,59
Coolie,Not Rated,177,"Action, Comedy, Drama",6.6,1983,"Manmohan Desai, 
Prayag Raj","Amitabh Bachchan, Waheeda Rehman, Rishi Kapoor, Rati Agnihotri",,"2,394"
Maaya: Slave of Her Desires,None,220,Drama,5.6,2017,,"Shama Sikander, Veer Aryan, Vipul Gupta, Parina Chopra",,277
Love Today,None,,Drama,,2022,Pradeep Ranganathan,"Sathyaraj, Radhika Sarathkumar, Yogi Babu, Pradeep Ranganathan",,
Kattradhu Thamizh,None,147,"Drama, Mystery",8.5,2007,Ram,"Jiiva, Anjali, Karunas, Azhagam Perumal",,"3,240"
Nuvvu Naaku Nachchav,None,184,"Comedy, Romance",8.8,2001,Vijay K. Bhaskar,"Venkatesh Daggubati, Aarthi Agarwal, Suhasini, Ananth",,"4,902"
Dus,None,,Action,7.9,1997,Mukul Anand,"Rahul Dev, Sanjay Dutt, Salman Khan, Vinod Khanna",,112
Kadhalil Sodhappuvadhu Yeppadi,None,127,"Comedy, Romance",7.1,2012,Balaji Mohan,"Siddharth, Amala Paul, Suresh, Ravi Raghavendra",,"1,440"
Family 420,None,70,"Action, Comedy, Crime",7.9,2004,Dilawar Sidhu,"Dilawar Sidhu, Gurchet Chitrakar, Parvaz Kaur, Saiman Says",,28
Naaka Bandi,None,,"Action, Crime, Drama",4.7,1990,Shibu Mitra,"Dharmendra, Chunky Pandey, Sonam, Sridevi",,81
Varthamanam,None,123,Drama,6.4,2021,Sidhartha Siva,"Jose Adhya, Karuna Singh Chauhan, Dain Davis, Himanshu Dhankhar",,524
Narai Ezhuthum Suyasaritham,None,82,Drama,8.4,2022,Manikandan K.,"Delhi Ganesh, Manikandan K., Mirchi Vijay",,79
Radha,None,126,"Action, Comedy, Romance",5.3,2017,Chandra Mohan Chintada,"Sharwanand, Lavanya Tripathi, Aksha Pardasany, Mahesh Achanta",,282
Kilukkam,None,155,Comedy,8.6,1991,Priyadarshan,"Mohanlal, Jagathi Sreekumar, Revathi, Kollam Thulasi",,"4,167"
Maa Beta,Not Rated,138,"Comedy, Crime, Drama",5.7,1962,Lekhraj Bhakri,"Manoj Kumar, Ameeta, Vijay Dutt, Sheila Ramani",,28
Krishna Aur Kans,None,117,"Animation, Action, Adventure",6.5,2012,Vikram Veturi,"Manoj Bajpayee, Harish Bhimani, Neetu Chaudhary, Juhi Chawla",,237
Aatank Hi Aatank,Not Rated,155,"Action, Crime, Drama",4.6,1995,Dilip Shankar,"Rajinikanth, Aamir Khan, Juhi Chawla, Archana Joglekar",,842
Ishaan,None,,"Comedy, Drama, Musical",9.0,2010,,"Tapasvi Mehta, Ayaz Ahmed, Anisa Butt, Rohan Shah",,70
Ladies Tailor,None,,Comedy,7.3,1985,Vamsy,"Rajendra Prasad, Archana, Rallapalli, Vijaya Y.",,214
Hum Hindustani,None,,"Drama, Family",7.1,1960,Ram Mukherjee,"Sunil Dutt, Joy Mukherjee, Asha Parekh, Prem Chopra",,72
Solo Brathuke So Better,None,122,"Comedy, Drama, Romance",5.5,2020,Subbu,"Sai Dharam Tej, Nabha Natesh, Nazia Davison, Rajendra Prasad",,"1,390"
Zalzala,Not Rated,169,"Action, Adventure",6.3,1988,Harish Shah,"Dharmendra, Karan Kapoor, Shatrughan Sinha, Rajeev Kapoor",,94
Lunch with My Friend's Wife,None,15,"Short, Drama",8.0,2013,,Prabhakar Meena Bhaskar Pant,,35
Harishchandrachi Factory,Not Rated,96,"Biography, Comedy, Drama",8.4,2009,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Atharva Karve, Mohit Gokhale",,"2,541"
Okka Kshanam,None,150,"Action, Romance, Sci-Fi",6.9,2017,Vi Anand,"Allu Sirish, Surabhi, Srinivas Avasarala, Seerat Kapoor",,947
Time to Dance,None,113,"Musical, Romance",2.2,2021,Stanley D'Costa,"Sooraj Pancholi, Isabelle Kaif, Waluscha De Sousa, Rajpal Naurang Yadav",,977
Lovers,None,130,Romance,6.4,2014,Hari Nath,"Sumanth Ashwin, Nandita Raj, Varshini Sounderajan, Tejaswi Madivada",,98
Family,None,31,"Short, Drama",,2022,"Vaibhav Singh, 
Yuvraj Pratap Singh","Shreedhar Dubey, Kashvi Grover, Advik Mittal, Aarav Sachdeva",,
Vaan,None,,None,,,Ra Karthik,Dulquer Salmaan,,
Sur,Not Rated,136,"Drama, Musical, Romance",6.5,2002,Tanuja Chandra,"Lucky Ali, Simone Singh, Achint Kaur, Ehsan Khan",,543
Hajari,None,,Drama,9.5,2020,Kishor Pandurang Belekar,"Mangesh Desai, Sameer Deshpande, Sakshee Gandhi, Janaki Pathak",,7
Jonbai,None,71,"Drama, Musical, Romance",8.2,2005,Rajesh Bhuyan,"Nayan Nilim, Gayatri Mahanta, Barsha Rani Bishaya, Arun Hazarika",,14
Samvidhaan: The Making of the Constitution of India,None,60,History,9.0,2014,,"Rajendra Gupta, Rajit Kapoor, Swara Bhaskar, K.K. Raina",,315
Lava Kusa,Not Rated,153,"Drama, Family, Musical",8.2,1963,"Rao C.S.R., 
Chittajalu Pullayya","N.T. Rama Rao, Anjali Devi, Chittor V. Nagaiah, Kanta Rao",,591
Ozhivudivasathe Kali,None,105,"Crime, Drama",7.5,2015,Sanal Kumar Sasidharan,"Pradeep Kumar, Gireesh Nair, Arun Nayar, Baiju Neto",,516
Venky,None,162,"Action, Mystery",7.4,2004,"Sreenu Vaitla, 
Gopimohan","Ravi Teja, Sneha, Ashutosh Rana, Suman",,863
Masoom Kaatil,None,,Drama,,2022,Shyam Bharteey,"Aakash Gupta, Jagriti Reigns, Kabeer Rai, Shelly Dhyani",,
Eena Meena Deeka,None,133,"Action, Comedy, Crime",4.5,1994,David Dhawan,"Vinod Khanna, Rishi Kapoor, Juhi Chawla, Kader Khan",,357
Ittymaani: Made in China,Not Rated,158,"Comedy, Drama",4.4,2019,Jibi Joju,"Mohanlal, Radhika Sarathkumar, Honey Rose, Johny Antony",,"1,355"
Yennanga Sir Unga Sattam,None,137,"Comedy, Drama",7.5,2021,Prabhu Jeyaram,"Aayira, Junior Balaiya, Vikas Muppala, Soundarya Nandakumar",,799
Ganga Tere Desh Mein,None,,Action,5.0,1988,Vijay Reddy,"Dharmendra, Jaya Prada, Shatrughan Sinha, Dimple Kapadia",,35
Mallu Singh,None,150,"Action, Comedy, Drama",5.2,2012,Vysakh,"Unni Mukundan, Kunchacko Boban, Samvrutha Sunil, Biju Menon",,519
Sultanat,None,153,"Action, Drama, Romance",6.2,1986,"Mukul Anand, 
John Philip Dayton","Dharmendra, Sunny Deol, Sridevi, Karan Kapoor",,266
The Nudity,None,80,Documentary,4.6,2020,Arunkumar Senthil,Sudha P.,,15
Ziddi Dil Maane Na,None,,"Action, Comedy, Drama",7.8,2021,,"Shaleen Malhotra, Kaveri Priyam, Kunal Karan Kapoor, Diljot Chhabra",,"1,061"
Mumbai Pune Mumbai,Not Rated,101,"Drama, Romance",8.0,2010,Satish Rajwade,"Swapnil Joshi, Mukta Barve",,"1,890"
Pookkari,None,,None,,1973,"R. Krishnan, 
S. Panju","Ambarish, Jayachitra, Jayamala, Manjula",,
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",None,121,Drama,6.6,2009,Deepti Naval,"Rajit Kapoor, Manisha Koirala, Sanaj Naval, Makrand Deshpande",,225
Naadodigal,Not Rated,161,"Action, Comedy, Drama",7.7,2009,Samuthirakani,"M. Sasikumar, Vijay Vasanth, Bharani, Ananya",,"1,287"
Dedh Bigha Zameen,None,,Drama,,,,"Pratik Gandhi, Khushali Kumar, Mrityunjay Pandey",,
Sargam,Not Rated,145,"Musical, Romance",6.5,1979,K. Viswanath,"Rishi Kapoor, Jaya Prada, Shashikala Jawalkar, Dheeraj Kumar",,180
Sivakaasi,Not Rated,175,"Action, Drama",5.8,2005,Perarasu,"Joseph Vijay, Asin Thottumkal, Prakash Raj, Geetha",,"3,242"
Aranya,None,154,Drama,6.1,2021,Prabu Solomon,"Rana Daggubati, Zoya Hussain, Anant Mahadevan, Vishnu Vishal",,135
Baghi Soormay,None,,Action,7.6,1993,Krishan Sahani,"Guggu Gill, Shagufta Ali, Ravinder Maan, Shavinder Mahal",,9
Prem Tame,None,125,Romance,5.2,2021,Anindya Chatterjee,"Kankana Chakraborty, Susmita Chatterjee, Sweta Mishra, Soumya Mukherjee",,359
Palasa 1978,None,144,"Action, Drama",7.3,2020,Karuna Kumar,"Rakshith, Nakshatra, Raghu Kunche, Vijay Ram",,509
Vilayath Budha,None,,Drama,,,Jayan Nambiar,"Prithviraj Sukumaran, Anu Mohan, Shammi Thilakan",,
Vanam,None,124,"Horror, Thriller",6.1,2021,Srikantan Anand,"Azhagam Perumal, Vela Ramamoorthy, Anu Sithara, Smruthi Venkat",,913
Maari,Not Rated,138,"Action, Comedy, Drama",6.3,2015,Balaji Mohan,"Dhanush, Kajal Aggarwal, Vijay Yesudas, Robo Shankar",,"4,415"
Bepannah,E10+,22,"Drama, Mystery, Romance",7.5,2018,,"Jennifer Winget, Harshad Chopda, Shahnawaz Hussain, Shehzad Shaikh",,"1,418"
Pogaru,None,160,Action,5.4,2021,Nandakishore,"Dhruva Sarja, Rashmika Mandanna, Sampath Raj, Chikkanna",,"9,646"
Jatt Brothers,None,135,"Comedy, Drama",7.4,2022,Manav Shah,"Sanjeev Attri, Mahabir Bhullar, Anita Devgan, Nikeet Dhillon",,"1,014"
Kuttram 23,Not Rated,151,"Action, Crime, Thriller",7.3,2017,Arivazhagan Venkatachalam,"Arun Vijay, Abhinaya, Aishwarya, Aravind Akash",,"2,821"
R... Rajkumar,Not Rated,146,"Action, Comedy, Crime",5.2,2013,Prabhu Deva,"Shahid Kapoor, Sonakshi Sinha, Sonu Sood, Ashish Vidyarthi",,"6,108"
Deyyam,None,98,Horror,8.6,2021,Ram Gopal Varma,"Tanikella Bharani, Swathi Deekshith, Swati Dixit, Aahuthi Prasad",,887
The Booth,None,15,"Short, Drama",6.9,2019,Rohin Raveendran,"Parna Pethe, Amruta Subhash",,162
Sundari,None,112,Drama,6.5,2021,Kalyanji Gogana,"Arjun Ambati, Darbha Appaji Ambarisha, Arun, Ayesh",,"1,131"
Nawabzaade,Not Rated,112,"Comedy, Romance",4.2,2018,Jayesh Pradhan,"Dharmesh Yelande, Punit Pathak, Raghav Juyal, Isha Rikhi",,987
Parineeta,None,115,Romance,7.3,2019,Raj Chakraborty,"Subhasree Ganguly, Ritwick Chakraborty, Samiul Alam, Mehedi Hasan Ariyan",,"1,471"
Wrong Number,None,12,"Short, Drama",8.0,2019,,"Apoorva Arora, Ambrish Verma, Badri Chavan, Anjali Barot",,950
