Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Nyega Aan,None,11,"Short, Drama",,2020,Xahid Khan,"Licha Aka, Nabam Jamper, Tana Noorie, Techi Upen Tara",,
Naya Kurushetra,None,,Action,,2004,,"Jagapathi Babu, Kalyani",,
Ihe Ba Pyar Ke Rang Hajar,None,130,Drama,,2017,Braj Bhusan Udasin,"Viraj Bhatt, Kajal Raghwani",,
Innerself,None,,Short,,2021,ShreeRaj,"ShreeRaj, Jishnu Dinesh",,
Vaamoz Ad 2 (Great Deals Great times),None,,"Short, Comedy",,2020,Mrigank Pandey,"Rishabh Sachdev, Ariz Shaikh",,
Baddi Bangaramma,Not Rated,141,None,,1984,Kommineni,"Anuradha, Bhavya, Dinesh, Jai Jagdeesh",,
Jayabheri,None,110,"Drama, Musical",7.1,1959,P. Pullaiah,"Akkineni Nageshwara Rao, Anjali Devi, S.V. Ranga Rao, Chittor V. Nagaiah",,20
Bihari Binani,None,,"Short, Comedy",8.9,2021,Vijay Suthar,"Vikas Chamcha, Ravi, Mukesh Suthar",,8
Bhunsaara,None,77,"Drama, Romance",,2010,,,,
Sankaal: The Latch,None,,Drama,,2005,Manisha Dwivedi,"Aamir Bashir, Benjamin Gilani, Sharbani Mukherji, Rameshwari",,
Tata Bolt,None,,"Short, Comedy",,2015,,,,
Rit Angtong,None,,None,,1986,,Prafulla Saikia,,
Two's a Crowd,None,4,"Short, Drama, Romance",,2014,,Ram Khandelwal,,
Colours of Love,None,10,"Short, Drama",,2013,Shivgopal Krishna,"Namrata Dalal, Mohan Singh Rajput",,
Zidd,None,,"Animation, Short",,2020,,,,
Am I (Film),None,,"Short, Drama",,2020,Abhijit Ashok Paul,"Rajesh Karmakar, Abhijit Ashok Paul, Milan Paul, Porombir Paul",,
Gupt Raj,None,,None,,1947,,Pran Sikand,,
Daan Dahej,None,,Drama,,1978,,,,
Slow Life without You,None,,"Short, Action",,2019,Bhargav Kotadiya,Bhargav Kotadiya,,
Thiruvalayannur Bhattathiri,None,9,Short,,2016,Ashish Surendranath,"Vipish, Jose Varghese, Shyiju, Thirucheeran",,
Reflection,None,27,"Short, Drama, Mystery",,2013,Sudipto Chakraborty,"Sourav Chatterjee, Shiv Sankar Chatterjee, Proloy Chakraborty, Digbijoy Das",,
Sapne Bache,None,,"Short, Music",,2020,,,,
Thali Bhagyam,None,140,Drama,6.7,1966,Kadaru Nagabhushanam,"Saroja Devi B., M.G. Ramachandran, Nagesh, M.N. Nambiar",,11
Follow My Footprints,None,13,"Documentary, Short, Biography",,2013,Syed Imran,K Arun Kumar,,
Urmimala,None,22,"Short, Drama",,,Indranil Banerjee,"Piyali Dhar, Shampa Mukherjee, Gokul Mullick, Asis Pathak",,
It's My Love Story-2,None,14,"Short, Romance",,2021,Balu Mahendra,"Shaik Abid, Shravanthi Anand, Devi Medikonda, Pavan Varma",,
Bambai Nagariya,None,,"Short, Comedy",,2015,,,,
The Asmodeus,None,,"Short, Crime",,2020,Reynolds Danny Kurishingal,"Jithin Gopakumar, Reynolds Danny Kurishingal",,
Tandrulu Kodukulu,None,,None,,1961,K. Hemabharadara Rao,"Chalam, Gummadi, Sharada",,
Dheivam,None,,None,,1972,Chinnapa Devar,"Gemini Ganesan, A.V.M. Rajan, Sowcar Janaki, Srikanth",,
6 Minutes,None,,Short,,2008,,Chandni Srivastava,,
Amrapali,None,,Drama,,,Deepesh T,Jijesh Vaadi,,
Boys,None,,None,,,Shankar Gowda,"Danny, Kajal, Maaya, Malasri",,
Kangal,None,,"Short, Horror",,,A.R. Raghavendran,Nedungadi,,
V-Mart Durga Pujo TVC,None,1,Short,,2018,,Saurabh Dasgupta,,
Superman of Bangalore,None,,Drama,,,Deepak Verma,"Tiffany Clare, Akash Verma",,
Kya Talent Hai Part -2,None,4,"Short, Comedy",,2022,Abhikant Tiwari,Abhikant Tiwari,,
Indus,None,,"Adventure, History",,,,,,
Pallikkoodam,None,111,Drama,6.2,2016,Gireesh P.C. Palam,"Vineeth, Sudheer Karamana, Anjali Nair, Bijukuttan",,13
Geeta,None,164,None,,1940,Parshwanath Yeshwant Altekar,"Chandra Mohan, Durga Khote, Anant Marathe, S. Prahlad",,
Yougpurush,None,,Biography,,2006,"Sunil Down, 
Bhoopendr","Vinod Kapoor, Gaurav Prateek, Rohit Oswal, Jigna Bhanushali",,
Tea Time,None,,None,,2017,,Rakesh Sethi,,
Zinda Raho,None,3,"Short, Action",,2021,Achyut Prashast Singh,Achyut Prashast Singh,,
Alladin Ane Jadui Fanas,None,,None,,1927,Bhagwati Prasad Mishra,"Elizer, Yusuf, Zebunissa",,
Bhale Bava,None,,"Comedy, Drama",,1957,Rajanikanth,"Kongara Jaggaiah, Sowcar Janaki",,
Chekavan,None,,None,,2004,,,,
The Mafia Originals,None,,Game-Show,,2020,,"Naresh Mahajan, Pranjal Mishra",,
V for Victory,None,,Documentary,,1941,,Bibhuti Mitra,,
Do that in sales and marketing which is expected and already proven in Hindi by Avijit Ghosh,None,,Short,,2022,Avijit Ghosh,Avijit Ghosh,,
Moving Pictures of Natural Scenes and Religious Rituals,None,,"Documentary, Short",,1899,,"Hiralal Sen, Prof. Stevenson",,
Lets Stop It!,None,,"Short, Biography",,2013,Lokesh Kumar Aaron,"Himal, Sandeep Narsimha, Neeleesh Peyyeti, Pradeep Swaroop",,
Let There Be Light,None,52,Documentary,,2016,,Supriyo Sen,,
Player of the Match: Balanced Advantage Funds ICICI Prudential Mutual Fund,None,,"Short, Family",,2021,Pinaki Bose,"Barsha Chatterjee, Shubham Garg, Sargam Gupta, Kanika Kotnala",,
Bharat Darshan,None,,Documentary,,2016,,Girija Pattanaik,,
Pankh,None,,"Short, Drama",,2021,Rakesh Kumar Shah,"Tarun Gupta, Zainab Ali Khan",,
Amaravati,None,8,"Documentary, Short",9.0,2015,Raghavendra Kumar Nn,"Venkateswara Shastri Jagarlapudi, Venkateswara Rao Naishadam, Varaprasad Saptagiri, D. Venkateswarulu",,6
Padhai Competition,None,8,Short,,2017,Amarjeet Singh Chawla,Manmeet Singh Sawhney,,
Naukar Biwi Da,None,,Comedy,,1976,,"Brahmachari, Coca Cola, Surjeet Kapoor, Rani",,
Vendi Mobulu,None,150,Romance,,2002,Aditya Kumar,"Ananth, Anil, Brahmanandam, Kallu Chidambaram",,
Rani Chandravati,None,,Drama,,1968,,"Lalita Pawar, Bipin Gupta, Rajan Kapoor",,
Secret of Sanad: Aftab Mansoori,None,1,"Short, Comedy",,2022,Aftab Mansoori,"Aftab Mansoori, Kamran Mansoori",,
Yauwan Ka Dard,None,,Thriller,,2005,,,,
Maaya Modalaye,None,,Romance,,,,,,
Sapna,None,13,"Short, Drama",,2013,Anil Srivasathava,"Srinivas Sir, Shirsha Majumder, Abhishekh Gowd, Pallavi Monappa",,
The Journey,None,15,Short,,2006,,Madhu Mahankali,,
"DEJA VU, Voiceless Echo",None,,"Short, Drama",,2012,Shrawan Shah,Divyank Agrawal,,
Life,None,55,Drama,,1998,,Altaf Mazid,,
Jai Shri Shankar,None,,None,,1930,,,,
Fortis Healthcare - All for Hope,None,,"Short, Family",,2015,Anaam Mishra,"Brijesh Bharatbhai, Harshil Khodabhai Desai, Manishkumar Ajitsinh Devada, VasantBhai KirtiKumar Patel",,
Please Come Tomorrow,None,,"Short, Horror",,2019,Vishvendra Rai,Vishvendra Rai,,
Rashpurnima,None,,Drama,,1941,,Niranjan Pal,,
Dinner Date,None,,"Short, Romance",,2020,Navtej Sandhu,"Simar Gill, Anmol Gupta, Gulshan Saggi, Abhinav Sarpal",,
Queen,None,,Short,,2018,Ankit Gupta,Ayushmaan AIshwarya,,
A long night,None,11,Short,,2015,,Arunav Das,,
Byabadhan,None,,Drama,,1940,"Phani Burma, 
Niren Lahiri","Dhiraj Bhattacharya, Nripati Chatterjee, Aruna Das, Protima Dasgupta",,
Sanakeithel,None,131,"Drama, Crime",8.0,1983,M.A. Singh,"A. Memi, Master Tony",,11
Raja Gopichand,None,,None,,1921,,V.P. Divekar,,
Shagun,None,7,"Short, Drama",9.2,2018,Sankalp Raj Tripathi,"Naresh Gosain, Mahadev Singh Lakhawat",,16
Wicked Wickets,None,,"Comedy, Family, Sport",,,,,,
Kavala Padathey Sahothara,None,,None,,1998,,K.R.,,
Untitled Uday Productions film,None,,None,,,,,,
Suno Na,None,,"Short, Music",,2020,Vishal Chaturvedi,"Zoya Afroz, Kashyap Harsha Shangari",,
Nababi Amoler Halchal,None,15,"Documentary, Short",,2020,,"Tisha Mukherjee, Paramanu Sarkar",,
Nene,None,,Short,,2016,,,,
I am a Women & I am Beautiful,None,,Short,,2016,Manini Mishra,"Srishti Behl Arya, Nisha Bedi, Niharika Bhasin, Neelam Kaur",,
I Wish...,None,,"Documentary, Short",,2019,,Jebanezer Rajeev,,
Spaces Between,None,43,"Documentary, Short",,2015,"Ziba Bhagwagar, 
Roohi Dixit",Nikhil Chopra,,
Selfie.d,None,25,"Short, Drama, Horror",,2016,Suraj K,"Altaf Ahmed, Divyalakshmi G, Balakrishnan Pattabiraman, Karthikeyan P",,
Usire,None,140,Drama,,2001,Prabu Solomon,"V. Ravichandran, Rachana Banerjee, Prakash Raj, Sadhu Kokila",,
Animism,None,,Thriller,,,,Pratish Ghosh,,
Parvathipuram,None,,Drama,,2013,M.M. Chowdary,"Raghu Babu, Duvvasi Mohan, Srinivasa Reddy, Sanghavi",,
My Gaadi and I,None,53,"Documentary, Adventure, Sport",,2014,,Gautam Haldar,,
Chor,None,,"Short, Thriller",,2020,Junaid Khalifa,"Junaid Khalifa, Tiwari Yadeep",,
Lalitha,None,,Musical,,1983,,Pandari Bai,,
Chandigarh Dreams,None,,"Drama, Romance",,2018,,"Rajinder Singh, Kirandeep Kaur, Kirabdeep Kaur, Rajinder Singh",,
Trade of a Eunuch,None,50,"Documentary, Biography, Drama",,2011,,Piyush Saxena,,
Amrita,None,,Short,,1976,Dilip Mukherjee,Om Puri,,
Antim Icchhaa - The Last Wish,None,,Short,,2018,,,,
Social Distancing,None,3,Short,,2020,Priyanka Raina,"Rakesh Bedi, Prem Chopra, Rajkumar Kanojia, Priyanka Raina",,
Sati Narmada,None,,None,,1950,Ishwarlal,"Sulochana Chatterjee, Jeevan Dhar, Ishwarlal",,
The Picnic,None,,"Short, Music, Musical",,2020,,R.S. Arun Prakaash,,
A Common Care,None,,Short,,2018,"Mayum Kotia, 
Shorya Veer Saagar",Bhawna Chandel,,
Amar Sathi,None,134,Drama,,2010,Gobindadeb Krishna Haldar,"Arjun Chakrabarty, Manoj Mitra, Satabdi Roy",,
Someone I Love,None,,"Short, Romance",,2014,Santu Roy,"Priyem Chatterjee, Abhishek Chettri, Pawan Kumar Rashaily",,
Mummy Ke Superstars,None,,Reality-TV,,2009,,"Vishal Dadlani, Shekhar Ravjiani, Shubha Mudgal, Ali Asgar",,
Chudiyan,None,,None,,1942,"L.J. Bhatt, 
K.J. Parmar","Prem Adib, Jeevan Dhar, Gulab",,
GOTA,None,,"Short, Drama",,2014,Vimalesh Ghodeswar,"Ali Raza Abbas, Hemant Deolekar",,
Hum Kisi Se Kam Nahin,None,,Reality-TV,,2021,,Sachin Khurana,,
The Line,None,10,"Short, Fantasy, Thriller",,2017,,Gourab Das,,
The Malabares Grand Masonic Procession,None,,"Documentary, Short",,1906,,,,
Dabur Real Juice Hydration Commercial,None,,Short,,2020,Pinaki Bose,"Hardika Sharma, Varun Vizier",,
Bandhi,None,10,"Short, Crime, Drama",,2015,Vinay Vats,"Adil Hussain, Vaquar Shaikh",,
Yeh Hain Aurat,None,,Drama,,2004,,,,
The Messenger,None,20,Short,,2009,Tagore Almeida,"Rohit Bhan, Saudamini Dubey, Sunil Jasuja",,
Dilwa Ke Rani Ho,None,42,"Short, Music",,2021,Neelam Joshi,"Aakash Dubey, Rohit Dancer, Payal Jha",,
Gallan by Yakshaj Jagtap & Ishaan Khan,None,,"Short, Music",,2020,Yakshaj Jagtap,Ishaan Khan,,
Zamindar Ka Prem,None,,None,,1937,,,,
Vishwas,None,,Drama,,2005,Kukku Batra,"Ahsan Baksh, Kashish Duggal Paul, Anandee Tripathi, Manav Vij",,
S.O.S Dili,None,7,"Short, Romance",,2006,Marc-Ivan O'Gorman,"Amreeta Sabherwal, Roopak Saluja",,
The Silent Cry,None,,"Short, Drama, Family",,2013,,Arun Prasad,,
Scripted,None,,"Short, Music",,2022,,R.S. Arun Prakaash,,
Tumi Muk Faki Dila,None,,"Action, Crime",,2018,Hadif Ahmed,"Gunjan Bhardwaj, Kalpana Kalita, Alismita Goswami, Arun Nath",,
Chor 2,None,5,"Short, Crime",5.9,2016,Christy Johnson,"Anud Singh Dhaka, Raj Kashyap, Saimandar Waghdhare, Aasim Kazi",,15
Ek lakshya,None,,Drama,,2015,,,,
Do Shehzaade,None,,Action,,1956,,,,
Amayakuralu,None,,Drama,,1971,Subba Rao B.A.,"Chalam, Gummadi, Kanchana, Nagabhushanam",,
Abysmal the un-ending,None,,Drama,,2017,Gul Reyaz,"Zameer Ashai, Shahid Latief, Gul Reyaz",,
Murh Jaa,None,,Short,,2020,Pardeep Bhullar,"Hardeep Bhaika, Bahadur Bhullar, Pardeep Bhullar, Ravinder Kaur",,
Boring I Love You,None,3,"Short, Music",,2016,Nikhil Malik,"Jatin Aggarwal, Karan Bhatia, Bhavna Mitruka, Ashi Singhal",,
Aparajita,None,,"Action, Drama, Romance",,1996,Dulal Bhowmick,"Arun Bannerjee, Nimu Bhowmick, Biplab Chatterjee, Mita Chatterjee",,
After Breakup,None,,"Short, Comedy",,2020,,"Twinkle Chavan, Abhiishek Mohta, Bhushan Pandey, Tanishka Vishe",,
Poli Bhava,None,,Drama,,2000,P. Sukumar,"Archana, Ashalatha, Vaijanath Biradar, Bank Janardhan",,
Kadan Vaangi Kalyanam,None,185,None,,1958,L.V. Prasad,"Savitri, Gemini Ganesan, S.V. Ranga Rao, Jamuna",,
The Deccan Trap,None,36,"Short, Action",,2020,Gourav Ghosh,"Sajad Ahmed, Bhavaish Bhatijaa, Paresh Desarda, Kedar Nerikar",,
Irulan,None,,Drama,,,Shurya Prabhu,Rajmohan Arumugam,,
Police Duty,None,,Action,,2005,,Devaraj,,
Chokher Moni (The Apple of My Eye),None,16,"Short, Drama",,2012,,Rejina Chatterjee,,
Dad's Day Out India,None,,Short,,2017,,,,
Marchipo,None,,Short,,2018,,Rohini Rachel,,
Murku Nubah,None,63,Drama,,2018,Baburam Deogam,"Sushi Angrai, Moti Gagarai, Rasika Hembrom, Sushanti Lagori",,
Zara Si Zindagi,None,14,"Short, Drama",,2020,Siraj Ansari,"Siddhesh Berde, Manohar Joshi",,
Amar Prithibi,None,,Drama,,2015,Partha Sarathi Joardar,"Biswajit Chakraborty, Tirthankar Chakraborty, Bhaswar Chatterjee, Soumitra Chatterjee",,
Play Peace,None,10,"Documentary, Short",,2005,,Ajitpal Singh,,
Hamari Cycle,None,,Short,,2021,,Dk Lepcha,,
Nidhivan: God and the Darkness,None,95,"Mystery, Thriller",,2015,,Munindra Gupta,,
Do Vada Pav,None,,"Short, Drama",,2018,Rahul Mandal,"Rohan Gupta, Jeet Ojha",,
Positivity,None,,"Short, Family",,2021,Vishnu Kumar Karkala,"Nithish, Shabari, Shreyas",,
It's Time to Dream,None,3,"Short, Music",,2014,Yeshendra,Airavt,,
Indian Life and Scenes,None,,"Documentary, Short",,1903,,Hiralal Sen,,
Small-Scale Industries of India,None,,Documentary,,1973,,Vishnu Mathur,,
O Bandeya,None,,"Short, Music",,2020,,Abhimanyu Kanodia,,
Sorry.. NOT FIT,None,,"Short, Reality-TV",,2022,Pawan J. Gheyar,Renu J. Gheyar,,
Simi Selects India's Most Desirable,None,,Talk-Show,,2011,,"Sidhartha Mallya, Simi Garewal",,
Mirza Ki Shaadi,None,,Romance,,1989,Devinder Kanwar,"Raj Babbar, Sudha Chopra, Satish Kaul, Heena Kausar",,
Hind Ki Wali,None,,Drama,,1978,,,,
Sunhera Bal,None,,None,,1938,,"Feroze Dastur, Indurani",,
Bhojpuri Ke Bachai Kaise Ho,None,4,"Short, Music",,2021,Neelam Joshi,"Aakash Dubey, Aliya Dubey",,
Mahatma Basweshwar,Not Rated,120,Drama,,1990,Rakesh Dhopatkar,"Subodh Bhave, Ashwini Ekbote, Alka Kubal, Ravi Mahajan",,
The Saviour,None,44,"Short, Mystery, Sci-Fi",9.5,2011,Atul Taishete,"Gaurav Kakkar, Pallavi Sharda",,12
Sukh Aale Mazhya Daari,None,,None,,1962,Datta Mane,"Jayshree Gadkar, Sharad Talwalkar",,
Amar Kirtan,None,,None,,1954,,"Chand Burke, Jayant, Shahu Modak, Madan Puri",,
"Film, city",None,,"Short, Drama",,2020,Yang Zimik,"Pradeep Bajpai, Archana Dani, Santosh Kadam, Nirmohi Mali",,
Hoshiyaar,None,,Crime,,2016,,Pushkar Priyadarshi,,
The Ghost Taxonomy,None,5,Short,,2012,Tushar Waghela,Tushar Tiwari,,
Natasarva Bhowma,None,,None,9.1,1968,Aruru Pattabhi,Rajkumar,,37
Meri Mashuq,None,,None,,1931,Prafulla Ghosh,"Hydershah, Miss Sardar, Durga, Madhukar Gupta",,
B - Rain,None,,Short,,2018,,Anshul Sinha,,
Maya Mahal,None,,None,,1928,Nanubhai B. Desai,"Jani Babu, Zebunissa, Zebunissa",,
Dharmadurai 2,None,,Drama,,,,,,
Rajkumati Buder,None,,None,,1922,J.J. Madan,"Edna Davies, Patience Cooper, Dadibhai Sarkari, Chapgar",,
Plastic,None,,"Short, Musical",,2020,,Rishiking,,
Fun Arrived,None,70,"Documentary, Musical",,2002,Jay Bajaj,Hayat Nizami,,
Sheesh Mahal,Not Rated,130,None,,1926,,Bhagwati Prasad Mishra,,
Plasto Water Tank. TVC by Hrithik Roshan,None,,Short,,2017,Rb Rajesh Bhardwaj,Hrithik Roshan,,
Emily,None,3,"Short, Musical, Mystery",,2014,Aditya Khanna,"Harshika Kher, Shaunak Vadhavkar",,
Takdeer Ki Tope,None,,None,,1939,,Narmada Shankar,,
Apne Apne Sanskar,None,,Drama,,1987,Indrasen Singh,Shekhar Suman,,
Chirrr Bungat,None,,"Short, Musical",,2020,Yogesh Anil Tawar,"Urmila Jagtap, Yogesh Anil Tawar",,
Poova Thalaiya,None,,Drama,,2011,Sanjay Ram,"Deepan Chakravarthy, Sherin Shringar, Kadhal Thandapani",,
Jayadeba,None,,History,,1987,"Nityananda Misra, 
Shyamal Mukherjee","Uttam Mohanty, Sharmila, Anita Das, Chakrapani",,
Anaavaranam,None,18,"Short, Drama, Family",,2009,Narayanan Poomulli,"Sandra As, Gopal Krishnan, Navaneeth Ramadas, Priya Sethumadhavan",,
Dangura,None,,Drama,,2019,Manju Maskalmatti,"Sharath Lohitashwa, Pavitra Lokesh",,
Manoranjan the Entertainment,None,,Thriller,,2003,,"Baby Lona, Shakeela",,
Du-Janay,None,,None,,1983,,Ardhendu Chatterjee,,
Shadows,None,,Short,,2020,Ankit Bhuptani,"Santosh Hirasinghani, Shivani Joshi",,
Climbing Up the Stairs: The Chapters,None,9,"Short, Drama",,2015,Prashant Bhilare,Prashant Bhilare,,
Pandit Ramakrishna,None,20,"Comedy, Drama, History",,2011,,,,
Seven O' Clock,None,139,Drama,,2006,Santosh Rai Pataje,"Pooja Kanwal, Komal Kumar, Mithun Thejaswi",,
Mystery of Sarika,None,,Drama,,2021,Ram Palla,"Raghu Babu, Jabardasth Rajamouli, Ashi Roy",,
Faithful Leaps,None,20,"Short, Drama",,2022,Anargha Pal,"Mourjya Sanyal, Jagriti Mukherjee, Diganta Narayan Choudhury, Sanjhbati Das",,
Intiko Rudramma,None,,None,,1985,S.A. Chandrashekhar,"Bhanuchander, Ranganath, Sharada, Sujatha",,
Albeli,None,,"Comedy, Romance",,1955,Devendra Goel,"Pradeep Kumar, Geeta Bali, Om Prakash, Johnny Walker",,
Chaka Bhaunri,None,128,Drama,5.4,1985,Mohammad Mohsin,"Uttam Mohanty, Bijay Mohanty, Aparajita Mohanty, Hemanta Das",,9
Jaane Kyon Mein Tujhko,None,,"Short, Romance",,2000,,"Dia Mirza, Sonu Nigam",,
Aaranin Kaaval,None,,Drama,,2011,Dharmaraj,"Ajay, Meera Krishnan, Vasu Vikram",,
Black,None,,Drama,,2009,Mahendra,"Jayshree, Naveen, Sunil",,
R.I.P - Rage in Progress,None,,Short,7.8,2019,Nachiketh Reddy,"Ramya Bachu, Dinesh Karthik, Karthikeyan, Gokulnath Reddy",,5
How to multiply your money through sales and marketing by Avijit Ghosh,None,,Short,,2022,Avijit Ghosh,Avijit Ghosh,,
Swargadwar-in Search of Heaven,None,3,"Documentary, Short, Drama",,2013,,Amartya Bhattacharyya,,
Jagjeet,None,15,"Short, Drama, Family",8.4,2010,Kavanjit Singh,"Aru Krishansh Verma, Soneer Vadhera",,7
Moon,None,3,"Short, Musical",,2021,,"Jenny Kathait, Sachin Vashist",,
Why you must have minimum two different looks to show in sales and marketing by Avijit Ghosh in hindi,None,,Short,,2022,Avijit Ghosh,Avijit Ghosh,,
Budget Dus Hazaar,None,,"Short, Comedy",,2020,Gaurav C. Bhat,"Ashish Bhatia, Sumedh Singh Gill, Aman Khan, Happy Rai",,
Six Fifteen,None,7,"Short, Sci-Fi",,2019,Pratham Sharma,"Omkar Dhumal, Suyog Gaikwad, Pratik Shelar, Amruta Chidri",,
Gangs of Hansipur,None,92,Comedy,,2021,,Renu Duhan,,
Savdhan Gujarat,None,,"Short, Crime",,2020,Barot Milan,"Ramesh Desai, Zeenat Khan, Divyakant Verma",,
Valentine,None,,"Short, Romance",8.4,2013,Bhawani Chauhan,Samiksha Bhatt,,7
Colleague,None,,"Short, Thriller",,2011,,Pritish Chakraborty,,
Chukalach Jara Doctor Houn,None,,"Short, Music",,2017,Pravin Raja Karale,"Vikram Gokhale, Aniket Vishwasrao, Priyanka Yadav",,
Punitha Anthoniar,None,,Musical,,1977,,Pandari Bai,,
Jeevitha Bandham,None,161,None,,1968,,M.S. Gopinath,,
Ishwar,None,,Drama,,2018,Debapratimn Dasgupta,"Saswata Chatterjee, Priyanka Sarkar",,
Mannequin,None,,"Short, Comedy",,2021,Jagvinder,"Jasmeen Meenu, Sunil Khurana, Yohansi Sachdeva, Gurpreet Sharma",,
Jamuna Ke Teer,None,,Action,,1978,,,,
Black and white,None,,"Short, Music",,2018,Ap Gagan Gill,"Azeez Gill, Harinder Sarma",,
They Call Me Kitupa,None,5,Short,,2020,,Aman Khan,,
Jaala,None,,Drama,,2009,Naganatha Joshi,"Deepu, Chetan Gowda, Padmini",,
Learning French,None,,"Short, Drama",,2021,,"Patricia Galea, Aayushi Lahiri",,
Ninu Chusaka,None,111,None,,2014,Raja Dasari,"Bhavani Agarwal, Brahmanandam, Fm Chanti, Melkote",,
Beyond the Dust,None,,Documentary,,2021,,Tathagata Ghosh,,
Raju Vedale,None,,None,,1976,Rama Rao Tatineni,"Pandari Bai, Jayasudha",,
Tasveer,None,7,"Short, Horror",,2021,Pradnyesh Parulekar,"Pradnyesh Parulekar, Anuprita Shetye, Pratham Kamble",,
Jaatni Ka Pyar,None,,"Short, Romance",,2018,Deepu,"Harvinder Dagar, Sumit Singh",,
Telephone,None,,"Short, Drama, Sci-Fi",,2018,Prakhar Vishwani,"Arjun Gupta, Payas Nivatkar",,
Tender Fingers (Pinju Viralgal),None,,Documentary,,2012,,Aadhitya Bahudhanam,,
Szoya the Black Widow,None,111,Drama,,2017,Dinkar Rao,"Sanjay Jain, Preet Kanwal, Ali Khan, Sujata Kumar",,
Sapana,None,3,"Short, Drama, Family",,2011,Sarah Friedland,"Zaibu Nisha Sayyed, Nisha S. Tiwari, Mukesh Vana",,
The Trek (Children Horror Film),None,18,"Short, Horror",,2013,Ajinkya Hukerikar,"Radhit Arora, Rhea Gupta, Yash Saxena, Ayushman Tibrewal",,
Narthanasala,None,17,"Short, Adventure, Drama",,2020,,,,
Mamiyar Mechia Marumagal,None,,None,,1958,"R. Krishnan, 
S. Panju","Varalakshmi G., M.N. Rajam, S.S. Rajendran",,
Kaarwaan Ek Talash,None,25,Family,,2009,,Seema Malik,,
Blood for Blood,None,,None,,1929,P.S. Talegirl,"Wamanrao Kulkarni, Sundettao Nedkarni, Gangoobai, Jairam Desai",,
Aada Janma,None,,None,,1970,,,,
Gayatri Mahatmya,None,,None,,1923,,,,
Miss Khan Ab toh Hans Do,None,,Drama,,2023,Aneek Chaudhuri,"Pawan Chopra, Judhajit Sarkar, Bibriti Chatterjee, Angela",,
Amrit Manthan,None,,None,,1961,S.N. Tripathi,"Sulochana Chatterjee, Dalpat, Manher Desai, Usha Kiran",,
Formula-e-Ishq - Aise nahi Waise,None,,"Short, Drama",,,Malang,"Niraj Sharma, Avinash Vishwakarma, Niraj Sharma, Shailendra R. Kumar",,
Irupuram: Two Sides,None,10,"Short, Drama, Family",8.6,2017,Vipin P. Vijayan,Krishnan Potti,,9
Entropy,None,,"Short, Thriller",7.3,2011,Rishav Rastogi,"Karan Kantoor, Sourav Bangotra",,25
Chaar Nikame Panjma Mai,None,,Comedy,,2020,"Mama Baddowalia, 
Gaggi Waraich","Mama Baddowalia, Jassi Hardeep, Simranjeet Kaur, Lali Khan",,
Hockey India League,None,,Sport,,2013,,"Sardar Singh, Sreejesh Parattu Raveendran, Ashley Jackson, Florian Fuchs",,
Ghumbukudu,None,,"Short, Drama",,2019,Sushant Panda,"Pabitra Kumar Dandasana, Srijit Shubhankar Raiguru",,
Samajh,None,,Short,,2018,"Divya Saagar, 
Shorya Veer Saagar","Mayum Kotia, Kamal Kant Sharma, Aarush Thakur",,
Waste Band,None,60,Documentary,,2019,,Supriyo Sen,,
Tedha Medha Sadda Vedha,None,21,Comedy,,2021,,"Gurnaman, Jagmeet Kaur, Jasbir Kaur",,
Tu Hi Tu,None,,Short,,2017,,Nikhil Chaudhary,,
Siddhanta (A Decision),None,28,"Short, Drama, Family",,2018,"Mrinmoy Majumdar, 
Sreeparna Senroy","Siddhartha Banerjee, Sujata Bhattacharya, Biswarup Chatterjee, Mainak Das",,
Kannadada Kanda,None,,Drama,,2006,B.N. Vijayakumar,"Daksha, Leelavathi, Vinod Raj",,
Bholi Bhabdi,None,,None,,1973,Rajdutt,"Barchi Bahdur, Madhu Bhosale, Sanjivani Bidkar, Leela Gandhi",,
Anbulla Manvizhiye,None,,Drama,,2012,Bramman,"Sunil Bandeti, Nazir Ahmed Khan, Pulavar P. Sivasankaran, Vadivukkarasi",,
Doordarshan Independence Day Special,None,,"Music, Musical",,2003,,"Parineeti Chopra, Shivang Chopra, Kshitij Sharma",,
Teen Tasveereen,None,,None,,1954,S.S. Solanki,"Neena Maker, Anil Kishore, Kishore Kumar, Munshi Khanjar",,
King Bhoj,None,,None,,1930,,A. Narayan,,
Daimi - experimental,None,3,Short,,2020,Medha Khanna,Lavina Khubchandani,,
Shandaar jatti,None,,"Short, Music",,2016,Harry Bhatti,"Jindu Bhullar, Jasleen Slaich",,
I Am Not a Slave,None,11,"Short, Biography",,2016,,Shalem Raju Chukka,,
After-Life,None,8,"Short, Comedy, Horror",,2018,Vaibhav Gattani,"Vricha Dave, Vaibhav Gattani, Kaustubh Rajadhyaksha, Rishikesh Rathod",,
Prime Time with Rabish,None,,"Comedy, Talk-Show",,2018,,"Shivankit Singh Parihar, Sachin Negi, Ayushmann Khurrana, Sanya Malhotra",,
Vijay: The Spiritual Legend,None,,Biography,,2017,Shreyans Jain,"Krutik Patel, Vishal Goriya, Pankaj Vyas, Surendra Swami",,
Aval Yar,None,,None,,1959,K.J. Mahadevan,"Shivaji Ganesan, Pandari Bai, S.V. Ranga Rao, Sowcar Janaki",,
