Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Dharti Ki Kasam,None,,Action,,1987,,"Sonika Gill, Jainendra, Daljeet Kaur Khangura, Sabeeha",,
Wazir E Azam,None,113,Action,,1961,RS Rahi,"Nadira, Suresh, Master Bhagwan, Baby Janki",,
Fraction of an Ounce,None,15,Short,7.2,2018,Alok Basnait,"Achint Kaur, Ankur Vikal",,5
Agninakshathram,Not Rated,136,"Action, Horror, Thriller",3.2,2004,Karim,"Suresh Gopi, Biju Menon, Siddique, Aishwarya",,69
Andha Yug,None,,"Action, Crime, Drama",,,,,,
Dark World of After Life,None,26,"Short, Horror",,2020,Naveen Mullangi,Naveen Mullangi,,
Feraa,None,,Drama,,2021,,Rahul Manohar Chaudhari,,
Garuda Rekha,None,,None,,1982,P.S. Prakash,"Srinath, Ambika, Madhavi, Hema Chaudhari",,
Parinati,None,,Drama,,,Akshay Balsaraf,"Sonali Kulkarni, Amruta Subhash",,
Nuttah - The Unborn Heart,None,14,"Short, Horror",,2020,Akhil Sachi,"Nidhi Hegde, Suraj Rajiv Kartha",,
Kaveri Mannan,None,124,Drama,,1966,B. Vittalacharya,"Valluri Bala Krishna, Mikkilineni, Mukkamala, Kumari Rajashri",,
Bandham,Not Rated,148,None,7.2,1985,K. Vijayan,"Anand Babu, Shivaji Ganesan, Jaishankar, Aachi Manorama",,11
Lacha Guajri,None,,Action,,1997,,"Kishore Bhanushali, Duplicate Govinda, Guddi Maruti, Tiku Talsania",,
Vande Mataram: 75th Independence Day (by Kannada Celebrities),None,,Musical,10.0,2022,Santhosh Ananddram,"Anant Nag, Shivarajkumar, V. Ravichandran, Jaggesh",,5
Thaalaattu,None,,None,,1993,,,,
Delivered,None,,Drama,,2022,Akash Goila,"Paribhasha Mishra, Vishal Singh",,
Virgin Mohito,None,,Comedy,,2018,,"Anindita Bose, Ushasie Chakraborty, Piya Debnath, June Malia",,
Shanku Aar Feluda,None,,Drama,,,,Sandip Ray,,
Rikshawala,None,,Drama,,1960,Shankar Mehta,"Anita Guha, Sheila Kashmiri, Kuldip Kaur, Minoo Mumtaz",,
Raavi,None,14,"Short, Drama",,2022,Jasmine Kaur Roy,Sukhjinder Kaur,,
Din Dehade Lai Jaange,None,,Romance,4.4,2018,Romi,"Kartar Cheema, Nirmal Rishi, Malkeet Singh, Sapna Thakur",,8
Lad Gaya Pecha,None,143,Comedy,6.8,2010,Anmol Arora,"Amrit, Shoma Anand, Rana Jung Bahadur, Gopi Bhalla",,7
Flipkart - AD,None,,"Short, Comedy",,2016,,"Yagya Saxena, Prajwal Sudhakar, Vinu Varma",,
Kaivara Mahatme,None,,None,8.7,1961,T.V. Singh Thakore,"T.N. Balakrishna, Leelavathi, Rajkumar, K.S. Ashwath",,11
Puthiya Paarvai,None,18,"Short, Drama",,2022,T. Samaya Murali,Jaya Swaminathan,,
Love Driver,None,,"Drama, Musical, Romance",,2023,Rishiking,Byom,,
Ajeya,Not Rated,129,None,,1985,Siddalingaiah,"Anuradha, Shankanada Aravind, Ashalatha, Doddanna",,
Rudra: The Writer,None,19,"Short, Comedy",8.0,2012,Naani Bandreddi,"Kireeti, Anirudh Thotapalli, Ashok Siriyala, Sriman Keerthi",,27
Let's not have sex tonight,None,,"Short, Romance",8.6,2020,Ravi Gautam,"Shivramkrishna Patil, Jennifer Pengel",,8
Makan Ente Makan,Not Rated,129,Drama,6.9,1985,Sasikumar,"Mammootty, Radhika Sarathkumar, Bahadur, Sukumari",,15
The Legend of Butter Chicken,None,11,"Short, Comedy, Crime",,2018,,Anurag Chaudhary,,
Dhori Dhori,None,,"Short, Romance",,2013,Sumit Bhardwaj,Jaswinder Daghamia,,
The Story Tales,None,,Drama,9.1,2016,,"Ria Patel, Priyank Thakkar, Alexandra Deigh, Sonal Dhami",,13
Alifa,Not Rated,109,Drama,8.1,2018,Deep Choudhury,"Baharul Islam, Jaya Seal, Victor Banerjee, Prasun Gayen",,39
Jasoos 999,None,,Action,,1983,,"Padmapriya, Seema Kapoor, Ceylone Mani, Vajru Mani",,
Thaayi Saheba,None,,Drama,,1997,Girish Kasaravalli,"Sudha Belawadi, Suresh Heblikar, Renukamma Murugodu",,
Punar Milan,None,,"Drama, Romance",,1940,Najam Naqvi,"Devika Rani, Snehprabha, Kishore Sahu, Shah Nawaz",,
Chak Jawana,TV-PG,131,Drama,7.3,2010,Simerjit Singh,"Gurdas Maan, Jonita Doda, Gaurav Kakkar, Sonal Minocha",,48
Manchi Kutumbam,None,,None,7.1,1989,G. Rammohan Rao,"Krishna, Radha, Sharada",,7
Damfoolor Companir Sakori,None,,Comedy,,2009,,"Nayan Nilim, Geetawali Rajkumari, Debasish Upadhyay, Rina Bora",,
Samadhi,None,,Action,,2013,Dipak Sanyal,"Firdous Ahmed, Sayali Bhagat, Uttam Das, Rajat Ganguly",,
Candid Yaari by Mahreen Khan,None,,"Short, Talk-Show",,2021,,"Adaa Khan, Mahreen Khan, Karan Kundrra, Prince Narula",,
Naag Vanshi,None,,None,,2019,,,,
Uske Baad,None,,Thriller,,1985,"Dayanand, 
Arun Govil","Arun Govil, Nivedita Joshi, Rammohan Sharma, Sreelekha",,
Adida Melam,None,,"Comedy, Romance",,2016,Anbu Stalin,"Abhinaya, V. Jayaprakash, Abhay Krishna, Scissor Manohar",,
Dil Sada Luteya Gaya,None,,"Comedy, Romance",,2013,Hardeep Badowal,"Rhythm Arora, Patel Ashmit, Rana Jung Bahadur, Jonita Doda",,
Old Memories,None,,"Short, Music",,2016,Gold e Gill,"Gold e Gill, Shehzada",,
Aandha Intaquam,None,,Action,,1993,Swaroop Kumar,"Shanti Priya, Ronit Roy, Tapasya, Avtar Gill",,
Nakshe,None,,Thriller,,2020,Madhu,"Kushi, Vijay Chendoor, Archana Jois, Kushee Ravi",,
Omkaram,None,,None,,2018,,,,
Natun Surya,None,,Drama,,1975,Jagdish Bhattacharya,"Kali Bannerjee, Madhavi Mukherjee",,
Modern Mahabharatha,None,121,Drama,,,Sridhara Udupa,"Manjunath Hegde, Prakash Heggodu, Pradyumna, Vinay Shivagange",,
Warrant the Mission,None,110,Drama,,2011,Swarup Ghosh,"Priyanka Sarkar, Joy Mukherjee, Biswajit Chakraborty, Partho Chakroborty",,
Oru Melisana Kodu,None,40,"Short, Sport",,2022,Umar,"Arjun, Deepak, Sanjay Venkata Giri, Krish",,
Office Panchayat,None,,"Short, Comedy",,2021,Durin Das,"Durin Das, Anant Singh",,
Phone to Past,None,4,"Short, Mystery, Thriller",8.9,2021,Vaibhav Tiwari,Ankush Kumar Giri,,7
Dildara,None,,Drama,,2010,Amar,"Nishma Chengappa, Kishore Kumar G., Rangayana Raghu",,
S.J. Suryah Untitled Web Series,None,,Thriller,,,,S.J. Suryah,,
Super Supremes Zoo Song & More Videos for Kids,None,61,Animation,,2019,,,,
Flames: Bengali,None,28,"Short, Drama",,2017,Anirban Guha,"Darshana Banik, Arjun Chakrabarty, Arindam Ghosh, Amit Saha",,
No: 10 The Legend And Beyond,None,30,"Short, Biography, Drama",,2018,,Sreekesh Ps,,
Urantha Sankranthi,Not Rated,143,None,5.6,1983,Dasari Narayana Rao,"Krishna, Akkineni Nageshwara Rao, Dasari Narayana Rao, Sridevi",,14
Naanalla,None,126,Drama,,2011,Dinesh Baboo,"Ramesh Bhat, Anant Nag, Shubha Poonja",,
Enquiry,None,,None,,1990,U.V. Ravindranath,"Abhilasha, Mala Aravindan, Asokan, Innocent",,
Sadhurangam,None,,None,5.2,1978,Durai,"Pandari Bai, Rajinikanth, Jayachitra, Srikanth",,14
Kaya Taran,None,107,Drama,,2004,Sashi Kumar,"Seema Biswas, Angad Bedi, Neelambari Bhattacharya, Neeta Mohindra",,
Dr. Shaitan,None,,None,,1960,,"Helen, Premnath Malhotra, Sheikh Mukhtar, Shakila",,
Devaki,None,87,Drama,4.2,2005,Bappaditya Bandopadhyay,"Ram Kapoor, Suman Ranganath, Arvin Tucker, Perizaad Zorabian",,38
Pogaru(Hindi),None,125,None,,2021,,,,
Chammak Challo,None,,Drama,,1996,,"Kishore Bhanushali, Duplicate Govinda, Dinesh Hingoo, Guddi Maruti",,
Karthik Anitha,None,125,Drama,,2009,Srihari,"Abhinay Kinger, Crane Manohar, Kota Srinivasa Rao, Rathan Trivikrama",,
Mass Power,None,124,Drama,,,Siva Jonnalagadda,Sandeepthi,,
Roshani,None,3,Short,,2018,Akshay Pandey,"Anand Deshmukh, Tapasya Kurhekar, Vilas Pakade",,
2 GB Ki Life,None,,Drama,,,,,,
Nammane Yuvarani,None,,Drama,4.8,2019,,"Deepak Gowda, Kavya Mahadev, Ankita Amar, N. Raghu",,9
18 Te 72,None,,Thriller,,,Jammy Banerjee,"Jammy Banerjee, Sourabh Bhattacharjee, Shamik Bose, Gourab Chakraborty",,
Tharunnyam,None,,None,,2001,A.T. Joy,"Akhila, Salim Baba, James Parackal, Reshma",,
Katta Panchayathu,None,135,Drama,5.3,1996,R. Raghu,"Kanaka, Karthik, Radha Ravi, Senthil",,19
Shirin Farhad,None,120,"Musical, Drama, Romance",,1931,J.J. Madan,"Nissar, Jehanara Kajjan, Mohammed Hussain, Abdul Rehman Kabuli",,
Neeli Raag (True Blue),None,85,Documentary,,2018,,Swati Dandekar,,
Didi,None,140,"Drama, Romance",6.6,1937,Nitin Bose,"K.L. Saigal, Leela Desai, Devbala, Durgadas Bannerjee",,11
Lovvu Story,None,4,"Short, Comedy, Romance",,2016,Madhusudhan Kashyap,"Anupama, Harpreet Arora, Praveen Kumar, Anu Ragi",,
Ko Ko,None,147,"Comedy, Drama, Romance",5.6,2012,R. Chandru,"Srinagar Kitty, Priyamani, Srihari, Sadhu Kokila",,38
The Other,None,11,"Short, Drama",,2017,Will Sankhla,"Will Sankhla, Shweta Tripathi, Poorvi Bhave, Vijay Kumar Yadav",,
Dahej Danav,None,153,Drama,,2019,Rajesh Kumar,"Akhilesh Kumar, Kalpana Shah, Jitendra Vats",,
Miss Coca Cola,None,,Romance,,1955,Kedar Kapoor,"Shammi Kapoor, Geeta Bali, Kamal Kapoor, Helen",,
Parajitha,None,,None,,1982,Siddalingaiah,"Arathi, Aruna, K.S. Ashwath, T.N. Balakrishna",,
Prashasan,None,142,Drama,,2015,Parag Patil,"Rani Chatterjee, Glory, Awdhesh Mishra, Ram Mishraa",,
Parsai Kehate Hain,None,,Drama,9.1,2001,,"Jameel Khan, Nawazuddin Siddiqui, Anjan Srivastav",,10
Jannat,None,100,Drama,8.0,1949,Murtaza Changezi,"Rehana, Nazir Kashmiri, Munshi Munakka, Anwari",,7
Kunguma Kodu,None,128,Drama,,1988,V. Azhagappan,"Ramya Krishnan, Kuyili, Mohan, Nalini",,
Sajani,None,,"Short, Romance",,2018,Pramod Shrivastav,"Nishant Patil, Priyanka Raut",,
Uyyale,None,,Drama,,2011,Dinesh .S.,"Ramesh Bhat, Jai Jagdeesh, Tennis Krishna, Mico Nagaraj",,
Pookkalam Varavayi,None,22,Drama,,2019,,"Arun G. Raghavan, Mridula Vijay, Sindhu Varma, Valsala Menon",,
Apna Bana lo,None,,Action,,2021,Chandan Singh,"Nisha Dubey, Kalpana Pathak, Anil Singh, Samar Singh",,
Jagadguru Shankaracharya,None,,None,,1955,Sheikh Fattelal,"Abhi Bhattacharya, Sulochana Chatterjee, Helen, Nanda Karnataki",,
Tera Chehra Kitna Suhana,None,,"Short, Romance",,2000,,"Manish Goel, Ritu Shivpuri",,
Dulla Bhatti,None,,None,,1966,Baldev R. Jhingan,"Dara Singh Randhawa, Balwant Bansal, Sunder",,
Jeevan Mrityu,None,,Drama,,1994,,"Rohini Hattangadi, Pallavi Joshi, Govind Namdeo, Vikram Gokhale",,
Girl with the long legs,None,12,"Short, Drama, Romance",,2017,,Dilip Sood,,
"Dr. Krupesh Thacker, Vacha Thacker & Parv Thacker: Dhanya Dhara Gujarat Ni - Maru Gujarat Chhe",None,,"Short, Family, Music",,2022,Krupesh Thacker,"Parv Fusion Band, Krupesh Thacker, Parv Thacker, Vacha Thacker",,
Killer Highway 21,None,101,Thriller,,2018,Parveen Dagar,Gajendra Kumar Suthar,,
Thiraipadam,None,,Comedy,,2019,M. Karthikeyan,"Balan, Vaibhavi",,
Kishore Kumar Birthday - 93 Event,None,,"Documentary, Biography, Musical",,2022,Narugopal Mandal,"Rachana Banerjee, Swarup Biswas, Soham Chakraborty, Debojit Dutta",,
Kadhal Vizhigal,None,120,Drama,,2020,Sri Sumathy,Sri Sumathy,,
Nisha Sundari,None,,None,,1929,Moti B. Gidwani,"Bhagwat, Gulabbai, Kamaladevi, I.T. Nimbalkar",,
Viplava Vanithe,None,,None,,1975,Chakraborty,"T.N. Balakrishna, Chethan, Dinesh, Gangadhar",,
Aduthathu Albert,None,,None,5.1,1985,G.N. Rangarajan,"Charu Haasan, Prabhu, Thengai Srinivasan, Major Sundarrajan",,10
Unnimaya,None,,Thriller,,2019,,"A.K. Anandh, Lohan Balan, Firoz, Devan Kakkad",,
Tomar Rakte Amar Sohag,None,165,"Action, Drama",7.3,1993,Ram Mukherjee,"Chiranjit, Debashree Roy, Dipankar Dey, Biplab Chatterjee",,9
Muntashir,None,,"Short, Drama",,2021,Raja Saheb,"Vikrant Chauhan, Gargi Priya, Shanti Priya",,
Satyameba Jayate,None,150,Action,7.2,2008,Milan Bhowmik,"Sonali Chakrabarti, Mithun Chakraborty, Shankar Chakraborty, Subrata Debnath",,14
Saat Ladkiyan,None,,Drama,,1989,Kishan Shetty,"Sona Mastan Mirza, Rajan Sippy, Tariq, Raksha Mehta",,
Vasanthi,None,,Comedy,,1988,Chitralaya Gopu,"S.S. Chandran, Devi Lalitha, Madhuri, Aachi Manorama",,
Gombegala Love,None,134,"Drama, Romance",8.2,2013,Santhosh,"Arun, Pawana, Shruti, Ramakrishna",,43
Peddillu Chinnillu,None,,None,,1979,,Dasari Narayana Rao,,
Simha Baludu,None,,"Fantasy, Romance",8.0,1978,K. Raghavendra Rao,"N.T. Rama Rao, Vanisri, Jayamalini, Mohan Babu",,46
Rocky,None,,Drama,,2021,,"Vinita Chauhan, Sanjeev Painter, Swaraj",,
NH 37,None,93,Drama,,2016,Harshavardhan,"Rathan Kottari, Vikram Krishnan, Chetan Raj, Padmaja Rao",,
Mind Voice,None,8,"Short, Comedy, Drama",,2021,Adhil Irfan,"Adhil Irfan, Deva Kumar, Lathika",,
The Proposal,None,8,"Short, Romance",,2015,Shivam Kumar Singh,"Bhumika Arora, Kanika Chawla, Ravish Raja",,
Chandrahasa,Not Rated,153,"Drama, Musical",8.4,1965,Ranga B.S.,"Udaya Kumar, Leelavathi, Rajkumar, Vanisri",,17
Ek Kahani Julie Ki,None,119,Drama,5.2,2016,Aziz Zee,"Jimmy Sharma, Adi Irani, Rajesh Khera, Amit Mehra",,6
Pudhari,None,,Drama,,1976,Keshav Toro,"Alka Achrekar, Barchi Bahdur, Rajani Chavan, Usha Chavan",,
Atatayee,Not Rated,109,Drama,,2004,Satarupa Sanyal,"Sumita Bose, Barun Chanda, Chiranjit, Soma Dey",,
Kartaa,None,,"Short, Drama",7.7,2018,Randeep Jha,"Harish Chhabra, Shrikant Verma",,12
Do Juari,None,,Action,,1974,Jambulingam,"Vijay Kumari, A.V.M. Rajan, Muttu Raman, M.R.R. Vasu",,
Mujrim Kaun Khooni Kaun,None,,Thriller,,1965,,"Bela Bose, Paidi Jairaj, Shyam Kumar, D.K. Sapru",,
Sathi Tumi Aamar,Not Rated,157,Romance,,2010,N. Padhi,"Kuntal Banerjee, Mihir Das, Jeneva, Jojo",,
Vaal Kaathadi,None,15,"Short, Family",,2015,Praveen Arumugam,"Mithun Rajakumar, Charles, Lallu, Nandhini",,
Sholay Aur Toofan,None,128,"Action, Crime, Drama",,1993,N. Paryani,"Sripradha, Raj Premi, Damini, Priya",,
Ashwaroodan,None,97,"Action, Drama",4.1,2006,Jayaraaj,"Suresh Gopi, Padmapriya, Saikumar, Captain Raju",,60
Kutty Pattalam,None,60,Drama,,2020,,,,
Bindaas Googly,None,,Drama,,2018,R.S. Santhosh Kumar,"Akash Vijay Anvekar, Keerthiraj, Dharma Keerthiraj, Rama Krishna",,
Ethirum Puthirum,None,,Action,5.4,2001,V.C. Ramani,"Mammootty, Aachi Manorama, Sangita Madhavan Nair, Nassar",,29
Mehbooba,None,,"Adventure, Romance",7.4,1954,K. Amarnath,"Gope, Hiralal, Nalini Jaywant, Shammi Kapoor",,8
Leader,None,,"Comedy, Drama, Thriller",4.3,2003,Deepan,"Sadiq, Saikumar, Vijayaraghavan, Maniyanpilla Raju",,11
Super Supremes Dinosaur Song & More Kids Songs,None,48,Animation,,2019,,,,
Kiklee,None,,None,,1960,Bekal Amritsari,"Jagdish Sethi, Madan Puri, Tun Tun, Indira",,
Kannukku Kannaga,None,130,Drama,4.8,2000,S. Dhayalan,"Devayani, Charu Haasan, Kumarimuthu, Mayilsamy",,6
Kadaikan Parvai,None,117,Drama,,1986,Sridhar Rajan,"Illavarsi, Sathyaraj",,
Aamad,None,12,"Short, Drama",6.4,2017,Neeraj Udhwani,"Abeer Pandit, Late Charu Rohatgi, Saqib Saleem, Arif Zakaria",,14
Thudarum...,None,,"Short, Drama",7.2,2020,Bilahari,"Rammohan Ravindran, Remadevi, Swasika Vijay",,9
Galipatalu,Not Rated,123,Drama,,1974,D. Prakasha Rao,"Manju Bhargavi, K.V. Chalam, Gummadi, Kongara Jaggaiah",,
Palyadawasi,None,,Drama,,2017,Pragati Baburao Kolage,"Aakash Banasode, Akanksha Banasode, Rohan Chauhan, Vishal Deshmukh",,
CD Kand,None,,"Drama, Horror",,2014,Imtiaz Patel,Sunny Charles,,
Phera,None,94,Drama,7.0,1988,Buddhadev Dasgupta,"Samit Bhanja, Biplab Chatterjee, Aloknanda Dutt, Chhanda Dutta",,25
Nazarr,None,,Action,6.4,1996,Rajesh Bhatt,"Amulaya, Laxmikant Berde, Mohan Joshi, Mukesh Khanna",,20
Broken Wings,None,,"Short, Crime, Drama",,,,Harpreet Arora,,
Dhamaka,None,,"Action, Thriller",,1980,,"Jagdeep, Kiran Kumar, Raza Murad, Sarika Thakur",,
Spirit of Moksha - Kumbh Mela,None,61,"Documentary, Family",6.4,2010,,"Rajeev Gautam, Maya Sharma",,8
Duniya Hai Dilwalon Ki,None,,Romance,,1966,,"Agha, Master Bhagwan, Uma Dutt, Daisy Irani",,
Ee Varsham Sakshiga,None,127,Drama,5.8,2014,Ramana Mogili,"Haripriya, Varun Sandesh",,13
Athadevadu,None,,Action,,2021,Venkat Reddy Nandi,"Saikiran Koneru, Vikasini Reddy, Jyothi Singh",,
The Great Leader Kanshiram,None,,Biography,8.4,2017,Arjun Singh,"Raghvendra Singh, Soma Goyal, Arvind Maurya, Mahesh Ahir",,11
Intel: Chanderi,None,,Short,8.7,2016,,Manoj Pillai,,7
Leap of Faith,None,19,"Short, Drama",,2014,Jayant Yadav,"Keisha Fernandes, Vivek Gomber, Ashok Mandanna, Aishwarya Mehta",,
Nuggekai,None,130,Drama,,2017,A. Venugopal,"Jennifer Antony, Chitrakala Biradar, Mukund Gowda, Bank Janardhan",,
Emergency #1066,None,,Drama,,2018,Salar Shaikh,"Puja Agarwal, Aparna Askarar, Preet Baath, Satyen Chaturvedi",,
Dhad Dhad,None,,Drama,,2003,Hemanth Hegde,"Raju Ananthaswamy, Shankanada Anjanappa, Avinash, Manju Bhashini",,
Kanchan,None,,Romance,,1955,,"Paidi Jairaj, Ajit Khan, Ranjana, D.K. Sapru",,
Didi,None,114,"Documentary, Drama",,1994,"Prakash Jha, 
Anil Ajitabh","Rajit Kapoor, Deepti Naval, Sudhir Pandey, Harish Patel",,
Untitled Harikumar Film,None,,None,,,,"John Vijay, Harikumar, Subiksha Kayarohanam",,
Bangles,None,118,Thriller,,2013,Suvid Wilson,"Ajmal Ameer, Aparna Bajpai, Poonam Kaur, Archana Kavi",,
Sterling Reserve Music Project: Jhul Mama,None,,"Short, Music",,2019,Saptaswa Basu,Rounak Cizzy Chakraborty,,
Premare Premare,None,,"Drama, Romance",7.4,2016,Sudhanshu Sahu,"Chandini, Mihir Das, Pradyumna Lenka, Harihara Mahapatra",,5
Bal Gopal Kare Dhamaal,None,30,Comedy,7.2,2014,,"Ashish Dixit, Satyajit Sharma, Meet Mukhi, Sahnil Bhatnagar",,12
Kahani Ek Sangharsh ki,None,,Drama,,2014,"Anmol, 
Nitin Mathur",Anmol,,
Aila Re Oriya Pua,None,142,Drama,5.6,2009,"Bikash Das, 
Biswajit Mohanty","Tanmay Misra, Somesh Mohanty, Kajal Misra, Debu Bramha",,14
The Spirit of the Ganga,None,,"Documentary, Short",9.5,2022,Natashja Rathore,"Sumair Handa Bakshi, Bhumi Pednekar, Sri Sri Ravi Shankar",,8
Sanchu,None,,Drama,,2008,M.D. Kaushik,"Vera Prada, Charan Raj",,
Jiban Marur Prante,Not Rated,96,"Drama, Romance",,1976,,"Master Babusona, Samit Bhanja, Sibani Bose, Tarun Kumar Chatterjee",,
O,None,5,"Animation, Short",,1995,,Kireet Khurana,,
Namaanoos,None,13,"Short, Horror, Thriller",,2019,Jay Bhatt,"Kishan Gadhvi, Raunaq Kamdar, Jolly Rathod",,
Khisa (Pocket),None,16,"Short, Drama",,2020,Raj Pritam More,"Kailash Waghmare, Meenakshi Rathod, Sheshpal Ganvir, Shruti Madhudeep",,
Theneechayum Peerangippadayum,None,,Comedy,4.4,2018,Haridas,"Vineeth Mohan, Robin Machan, Ambika Mohan, Sunil Sukhada",,5
Parvathi Parameswarulu,None,,"Drama, Family",6.2,1981,M.S. Koti Reddy,"Chiranjeevi, Jayanthi, Prabhakar Reddy, Swapna",,12
Rang,None,,Romance,,2010,Binitesh Baruri,"Manish Gandhi, Richa Gupta, Sayani Gupta, Sushant Kandya",,
Kaivantha Kalai,None,135,Drama,,2006,Pandiarajan,"Gnanasambandam Gurunathan, Janakaraj, King Kong, Malavika",,
Aakash Gupta Special,None,,Comedy,,,,Aakash Gupta,,
Unfinished,None,3,Short,9.8,2021,Sudeep Mehta,"Anand Jadhav, Rishi Singh, Amit Palkar",,24
Dance Karnataka Dance Little Masters,None,,None,,2018,,Anushree,,
Badla,None,,None,,1977,Datta Keshav,"David Abraham, Madhu Apte, Ramesh Deo, Seema Deo",,
Naduvula Konjam Distrub Pannuvom,None,45,Reality-TV,,2013,,"Thaadi Balaji, Erode Mahesh",,
Pandhayam,None,170,None,,1967,A. Kasilingam,"Gemini Ganesan, Vijayanirmalaya, A.V.M. Rajan, Nagesh",,
Perazhagi,None,22,Family,,2018,,"Viraat, V.J. Saravana Kumar, Dipti Sree, Manjula Paritala",,
The Puppeteers,None,75,Documentary,,2016,,"Ajit Nag, Amarnath Sandipamu",,
Manzilien,None,,Drama,,1992,,Malvika Tiwari,,
Yesu mahimalu,None,92,Drama,,2003,Natti Kumar,"Siva Krishna, Murali Mohan, Ashok Tej Suddala, Sudha",,
Football: Hero Isl Tvc,None,,Sport,,2022,,"Hrithik Banerjee, Sunil Chhetri, Gurpreet Singh Sandhu",,
Duniya,None,,"Short, Musical",,1997,,Raageshwari,,
Maa O Meye,Not Rated,121,Drama,,1969,Sunil Banerjee,"Bhanu Bannerjee, Jiben Bose, Moushumi Chatterjee, Nripati Chatterjee",,
The Lost Memories of Captain Nemo,None,,"Short, Adventure",,,"Neeti Kejriwal, 
Chase Pottinger","Yajur Aurora, Yash Baradia, Raj Sejpal",,
Gud Boy,None,,"Action, Romance",,2013,Jyoti Das,"Mihir Das, Priya, Rishi",,
The Vision,None,96,Drama,,2006,M.P. Sukumaran Nair,"Indrans, Murali, Jijoy Rajagopalan, Remadevi",,
Lift Karadey Remix,None,,"Short, Musical",,2003,,"Abid, Govardhan Asrani, Jagdeep, Shehzad Khan",,
Swami Ayappa Shabarimalai,Not Rated,118,Action,,1993,,"Madhu, Jaya Prada, Srinath, Vishnuvardhan",,
Gandhi Smiles,None,,Drama,,2012,Krish Joshi,"Mukhyamantri Chandru, Shivaji Rao Jadav, Pavitra Lokesh, Suchendra Prasad",,
Pattharon Ka Shaher,None,,Drama,,1972,,"Saira Banu, Suresh Chatwal",,
Aap Ki Nazron Ne Samjha,None,,"Short, Music, Romance",,2004,,"Sita Pall, Bally Sagoo",,
Anadhai Anandhan,Not Rated,155,Drama,,1970,"R. Krishnan, 
S. Panju","A.V.M. Rajan, Jayalalitha J, Nagesh, Master Sekar",,
Reshma Aur Sultaan,None,82,Action,6.8,2002,S. Kumar,"Hemant Birje, Dharmendra, Shakti Kapoor, Satnam Kaur",,12
B.Tech Babulu,None,122,Comedy,,2017,Seenu Imandi,"Pavitra Lokesh, Thagubothu Ramesh, Shakalaka Shankar, Sreemukhi",,
Anarkali,None,,None,8.4,1966,Kunchacko,"Alummoodan, Ambika, Adoor Bhasi, Manavalan Joseph",,7
Bhookambam,None,,"Action, Crime, Thriller",6.5,1983,Joshiy,"Prem Nazir, Jaishankar, Balan K. Nair, Ravi Kumar",,22
Kilkari,None,15,Talk-Show,,2018,,"Shivani Sikri, Ankita Thapliyal",,
Echo of Eco,None,2,Short,6.9,2009,Pan Nalin,"Harman Baweja, Ilya Jules Pandya, Feryna Wazheir",,26
The buxa lama,None,52,Documentary,,2017,,Geleck Palsang,,
Mishti Madhur,Not Rated,126,Drama,,1993,Shantimoy Bannerjee,"Anubhab Rana, Somasree Ghosh, Anup Kumar, Aloka Ganguly",,
Capless Hero,None,8,"Documentary, Short, Biography",,2017,"Anand Dasgupta, 
Amrit Sinha","Yogesh Raj Srivastava, Dinesh Temker, Rajeswer Rao",,
Manushya,None,9,"Short, Drama",8.9,2017,Tamjeed Elahi Khan,"Ramkrishna Patil, Maruthi Waddar",,23
Marutode Naa Mogudu,None,,None,,1992,A. Kodandarami Reddy,"Babu Mohan, Jeeva, Meena, Rajasekhar",,
Bhabhi Ka Ashirwad,None,,Drama,,1972,Ramkumar Bohra,"Bharat Bhushan, Faryal, Mehmood Jr., Sarwan",,
Daku Bhupat,None,,Action,,1960,,"Anjali Devi, T. Kirshna Kumari, N.T. Rama Rao",,
Ilavatta Pasanga,None,118,Action,,2017,K. Balaseenivasan,"Nizhalgal Ravi, Powerstar Srinivasan",,
Cigarette,None,145,Drama,,2015,Shankar,"Sadhu Kokila, Rakshitha Ponnamma, Rupa Sri",,
Kya Karu Main,None,,"Short, Romance",,2003,,Narugopal Mandal,,
Dam Maro Dam,None,,Thriller,,1980,Vijay Bhatt,"Jalal Agha, Vijay Arora, Parveen Babi, Arpana Choudhary",,
Sassi Punnu,None,,None,,1946,Jagatrai Pesumal Advani,"Eddie Billimoria, Geeta Nizami",,
Shatranj Ke Mohre,None,,None,,1974,Shibu Mitra,"Dulari, Satyendra Kapoor, Pradeep Kumar, Rakesh Pandey",,
Anushochana,None,,"Short, Drama",,2022,Narugopal Mandal,"Dilip Ghatak, Narugopal Mandal, Biswajit Rudra",,
Katte,None,143,Drama,,2015,Om Prakash Rao,"Mico Nagaraj, Nagashekar, Om Prakash Rao, Satyajith",,
Tum Meri Ho,None,,"Short, Music",1.4,2019,Nitish Chandra,Kamal Rashid Khan,,25
Meri Vahuti Da Viyah,None,90,Comedy,,2007,"Ksshitij Chaudhary, 
Smeep Kang","Sukhi Bal, Gopi Bhalla, Ashwini Bhardwaj, Birbal",,
A Village in Travancore,None,,Documentary,,1956,,Fali Bilimoria,,
Addugodalu,None,,Drama,,2001,,"Murali Mohan, Kumar Satish",,
Jonak Era Bate,None,,"Drama, Family",,2022,,"Bhranti Medhi, Nabadeep Borgohain",,
FOMO,None,21,"Short, Drama",,2019,Shashank Udapurkar,"Bidita Bag, Jagdish Deshmane, Vivek Nandanwar, Pavan Paliwal",,
