Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Dolly,None,19,"Short, Drama",7.4,2007,David Pinillos,"Álex González, Xenia Tostado, Miguel Ángel Silvestre, Adrián Lastra",,18
Beach Beverly Hills,R,100,None,4.3,1993,Jonathan Sarno,"Cheri Anderson, Sherry Benson-Taylor, Nicole Boch, Erin Breland",,25
Homely Meals,None,142,Comedy,6.3,2014,Anoop Kannan,"Vipin Atley, Manoj K. Jayan, Rajesh Sharma, Nedumudi Venu",,246
Smuggler,TV-MA,114,Drama,6.3,2011,Katsuhito Ishii,"Satoshi Tsumabuki, Masatoshi Nagase, Yasuko Matsuyuki, Hikari Mitsushima",,529
Queen of the Tabarin Club,None,97,"Comedy, Drama",6.1,1960,Jesús Franco,"Mikaela, Yves Massard, Juan Antonio Riquelme, Antonio Garisa",,59
Reggelim a vacsorád,None,19,"Short, Drama",7.9,2019,Pantyi Petra,"Erzsébet Ecsedi, Petra Grisnik, Bence Ivák, Csilla Radnay",,28
Finding Shangri-La,None,107,Documentary,6.5,2007,Ted Vaill,"Frank Capra Jr., Peter Facer, Peter Klika, Ted Vaill",,26
Wenn du bei mir bist,None,101,"Comedy, Romance, Music",4.4,1970,Franz Josef Gottlieb,"Roy Black, Zienia Merton, Angelica Ott, Peter Carsten",,87
Stigma,None,27,"Short, Drama, Music",7.5,2012,Phillip Schwartz,"Wes Armstrong, Glenda Morgan Brown, Samantha Colburn, Eduardo Enríkez",,37
Tender,TV-MA,15,"Short, Comedy, Drama",6.8,2020,Felicia Pride,"Trishauna Clarke, Farelle Walker",,25
Wolf Girl,None,107,Drama,7.6,2005,Yoshihiro Fukagawa,"Mao Ohno, Tatsuya Suzuki, Erika Mabuchi, Rena Masuda",,71
Imagine Dragons: I Bet My Life,None,4,"Fantasy, Music",7.6,2014,Jonathan Desbiens,"Dane DeHaan, Eliza Kanter, Alex Neustaedter",,299
Mission Hollywood,None,120,"Game-Show, Reality-TV",3.7,2009,,"Dina Babajic, Til Schweiger, Bernardo Hiller, Heiko Obermöller",,48
Together,None,22,"Short, Horror",5.8,2013,James Edward Cook,"Lucas Hansen, Ben Owora, Stuart Evans",,36
Cups & Robbers,None,5,"Short, Comedy",6.8,2017,Jim Simone,"Illeana Douglas, Stephanie Drake, Ross Bryant, Alan Smyth",,24
Bhala Chora Bhala,None,88,"Adventure, Drama, Thriller",8.8,2022,A. Pradeep,"Khayyum Ali, Venkatesh Marturu, Ram Jagan, Chintu",,"1,985"
Cinemavadu,None,44,"Short, Action, Drama",6.1,2021,Avinash Pendurti,"Gautham Bhavaraju, Sushma, Jacob Godavari Khani, Ravi Teja Mahadasyam",,179
Soria Moria,None,45,"Crime, Drama, Mystery",6.7,2000,,"Henrik Mestad, Ivar Nørve, Marit Østbye, Anne Ryg",,23
St. Louis Blues,None,92,"Comedy, Musical",6.5,1939,Raoul Walsh,"Dorothy Lamour, Lloyd Nolan, Tito Guízar, Jerome Cowan",,67
Lab Coats: Life After the Zombie Apocalypse,None,6,Short,4.9,2015,James Cullen Bressack,"Riff Raff, Haley Joel Osment, Lorenza Izzo, Genevieve Morton",,32
The Devil's Garden,X,76,None,5.2,1973,Bob Chinn,"Sandy Carey, Lawrence Edwards, Bob Chinn, Helene DeSade",,34
The Crystal Cube,None,30,"Comedy, Sci-Fi",6.9,1983,John Kilby,"Stephen Fry, Hugh Laurie, Emma Thompson, Robbie Coltrane",,81
Reptilian,None,8,"Short, Crime, Drama",5.2,2010,Abel Roland,"Artur Pinto, Rafael Mentges",,14
Debbie for President,None,81,Adult,5.8,1988,Bob Vosse,"Alicia Monet, John Leslie, Tammy White, Jack Baker",,15
The Best by Private 48: Nurses in Heat,X,90,Adult,7.1,2003,"Antonio Adamo, 
Christoph Clark, 
Tanya Hyde, 
Pierre Woodman","Laura Angel, Brigitta, James Brossman, Carla",,17
And Here's What's Happening to Me,None,72,"Comedy, Drama",7.4,2012,Viktor Shamirov,"Gosha Kutsenko, Viktor Shamirov, Aleksandra Petrova, Olesya Zheleznyak",,841
3pm Paradise,None,84,Comedy,5.4,1997,Kyung-taek Kwak,"Kim Eui-sung, Eun-hee Bang, Tae-hwa Seo, Jeong-ok Lee",,31
Gangland Bangers,X,127,"Action, Adult",6.4,1995,Joe D'Amato,"Juli Ashton, J.R. Carrington, Dallas, Mark Davis",,44
Science Fiction,None,112,"Comedy, Drama, Mystery",7.0,2003,Franz Müller,"Arved Birnbaum, Jan Henrik Stahlberg, Nicole Marischka, Heidi Ecks",,132
Severed,R,89,Horror,1.8,2002,Matt Green,"Peter Reh, Vanessa Sanchez, Mark Harris, Nehemiah",,240
The Book of Judith,None,22,"Short, Drama",8.0,2015,Alex Mendez Giner,"Sandy Siquier, James Augustus Lee, Katya Martín, Kathleen Baum",,5
Marizza,None,50,Drama,6.6,1922,F.W. Murnau,"Tzwetta Tzatschewa, Adele Sandrock, Harry Frank, Hans Heinrich von Twardowski",,93
"The Road to Emmaus, PA",None,77,Documentary,5.9,2008,Mark Denney,"Joe Boyd, Mat Milthaler, Brad Wise, Dianne Joseph",,17
Pretty Guardian Sailor Moon: Special Act.,None,60,"Comedy, Fantasy, Romance",7.8,2004,"Kenzô Maihara, 
Ryuta Tasaki","Miyû Sawai, Keiko Kitagawa, Rika Izumi, Myû Azama",,72
Herr von Bohlen privat,None,90,Documentary,7.1,2015,André Schäfer,"Arnd Klawitter, Arne Gottschling, Christian Birko-Flemming, André Erlen",,53
Bunt,None,96,"Drama, Family",7.4,2007,Gyu-tae Park,"Yun Chan, Woo-hyuk Choi, Moon Ga-young, Soon-chang Hong",,49
Jiang Hu: The Triad Zone,None,111,"Comedy, Crime",6.9,2000,Dante Lam,"Tony Ka Fai Leung, Sandra Kwan Yue Ng, Anthony Chau-Sang Wong, Eason Chan",,579
"Mont Saint-Michel, Scanning the Wonder",Not Rated,88,Documentary,7.3,2017,Marc Jampolsky,"Immacolata Aulisa, Xavier Bailly, Pierre Bouet, François Caligny Delahaye",,56
The Crime of Helen Stanley,Passed,58,"Crime, Mystery, Thriller",6.3,1934,D. Ross Lederman,"Ralph Bellamy, Shirley Grey, Gail Patrick, Kane Richmond",,59
Winger: Headed for a Heartbreak,G,5,Music,6.6,1989,Mark Rezyka,"Winger, Reb Beach, Patty Harbeck, Rod Morgenstein",,8
In the Line of Fire,None,50,Crime,6.5,2007,,"Antal Cserna, György Bajomi Nagy, Réka Juhász, Lívia Hábermann",,304
Diesel,None,79,"Drama, Sci-Fi",4.0,1985,Robert Kramer,"Gérard Klein, Agnès Soral, Richard Bohringer, Niels Arestrup",,65
Luther Vandross: Dance with My Father,None,4,Music,4.5,2003,Diane Martel,"Luther Vandross, Ashanti, Garcelle Beauvais, Wayne Brady",,54
Dogora - Ouvrons les yeux,Not Rated,80,Documentary,5.8,2004,,Patrice Leconte,,205
Zolotoy telyonok,None,416,Comedy,4.9,2006,,"Oleg Menshikov, Dmitriy Nazarov, Nikita Tatarenkov, Leonid Okunyov",,285
The Art of Living in Danger,None,87,Documentary,6.4,2020,,Mina Keshavarz,,11
The Seamstress,None,75,"Drama, Romance",3.1,1964,Filippos Fylaktos,"Martha Vourtsi, Hristos Negas, Giannis Argyris, Christoforos Nezer",,12
Yolki-palki,None,88,Comedy,7.0,1988,Sergey Nikonenko,"Sergey Nikonenko, Ekaterina Voronina, Galina Polskikh, Leonid Kuravlyov",,93
Inga Enna Solluthu,None,122,Comedy,2.3,2014,Vincent Selva,"Vtv Ganesh, Meera Jasmine, Santhanam, L. Srinath",,137
Mandog,None,25,"Drama, Family, Sci-Fi",7.8,1972,,"Carol Hazell, Jane Anthony, Adrian Shergold, Ian Sharp",,11
Let the Wind Carry Me,None,90,Documentary,7.7,2009,"Hsiu-Chiung Chiang, 
Pun-Leung Kwan","Ping Bin Lee, Gilles Bourdos, Sylvia Chang, Hsiao-Hsien Hou",,189
Migos Feat. Drake: Walk It Talk It,None,6,"Short, Music, Musical",5.7,2018,"Daps, 
Quavo","Migos, Drake, Kirshnik Khari Ball, Jamie Foxx",,53
Les copains,None,95,Comedy,6.3,1965,Yves Robert,"Philippe Noiret, Pierre Mondy, Claude Rich, Michael Lonsdale",,258
Eye on the Sparrow,PG,94,Drama,7.3,1987,John Korty,"Mare Winningham, Keith Carradine, Sandy McPeak, Kaaren Lee",,63
Kidnapping by Indians,None,2,"Short, Western",4.1,1899,,,,62
Badmaash,None,119,Action,2.4,1998,Goutam Pawar,"Jackie Shroff, Shilpa Shirodkar, Paresh Rawal, Pran Sikand",,30
Woman of Fire '82,None,115,Horror,6.0,1982,Kim Ki-young,"Moo-Song Jeon, Yeong-hie Na, Ji-mee Kim, Jae-ha Yeo",,82
Fang of the Sun Dougram,None,25,"Animation, Action, Adventure",7.6,1981,,,,36
Remembering Jacqueline du Pré,G,60,Documentary,8.2,1994,Christopher Nupen,"Jacqueline du Pré, Daniel Barenboim, John Barbirolli, Zubin Mehta",,32
Ermessenda,None,173,History,6.7,2011,,"Laia Marull, Lluís Homar, Rosa Renom, Julio Manrique",,36
A Song Called Hate,None,90,"Documentary, Music",7.7,2020,Anna Hildur Hildibrandsdottir,"Klemens Nikulásson Hannigan, Matthías Tryggvi Haraldsson, Hatari, Bashar Murad",,219
Oxbridge Baby: Learn to Talk,None,30,"Short, Family",8.7,2007,,Francesca Lebens,,11
Una Madre Pura... otra pura Madre.,None,87,Comedy,4.6,2017,Héctor Rodríguez,"Alejandra Rivera, Luis Fernando Peña, Raquel Garza, Andrea Aldana",,7
The Girl from Everywhere,Passed,45,"Action, Comedy",6.9,1927,Edward F. Cline,"Daphne Pollard, Dot Farley, Mack Swain, Carole Lombard",,22
Liebe verjährt nicht,None,87,"Comedy, Drama, Romance",4.9,2019,Sebastian Hilger,"Heino Ferch, Tanja Wedhorn, Philipp Hochmair, Michaela Rosen",,41
Grogg,None,15,"Short, Comedy",6.8,2000,,"Robert Gustafsson, Stig Grybe, Sissela Kyle, Johan Wahlström",,261
The Last Conflict,None,114,"Action, Crime",6.8,1988,Raymond Lee,"Stephen Chow, Donnie Yen, Kong Lau, Adia Chan",,67
Aadu Puli,Not Rated,135,Action,4.8,2011,,"Aadhi, Shamna Kasim, Anupama Kumar, Prabhu",,45
Narco Juniors 2,None,89,Action,9.6,2010,Enrique Murillo,"Eleazar Garcia Jr., Bernabé Melendrez, Oscar Lopez, John Solis",,5
Sound Advice,None,5,Comedy,6.6,2013,,"Vanessa Bayer, Alana Haim, Este Haim, Danielle Haim",,9
Madhura Nagarilo,Not Rated,100,Mystery,7.9,1991,Kodi Ramakrishna,"Nirosha, P. Ravi Shankar, Srikanth, Meka Srikanth",,38
Endlich Tacheles,None,104,Documentary,7.3,2020,,"Jana Matthes, Andrea Schramm",,7
"Monique et Julie, deux collégiennes en partouze",None,85,"Adult, Comedy",6.1,1979,Alain Payet,"Bernard Musson, Rudy Lenoir, Jean Tolzac, Jean-Louis Cabula",,32
Another Woman's Face,None,84,Drama,5.4,2012,Pappi Corsicato,"Laura Chiatti, Alessandro Preziosi, Lino Guanciale, Iaia Forte",,164
Ninth Floor,None,81,Documentary,6.8,2015,Mina Shum,Mackenzie Gray,,64
The Princess of France,Not Rated,67,"Comedy, Drama, Romance",5.9,2014,Matías Piñeiro,"Julián Larquier Tellarini, Agustina Muñoz, Alessio Rigo de Righi, María Villar",,289
Seagull Eggs,None,17,Short,7.7,2014,,Abbas Kiarostami,,102
The Land Beyond the Sunset,Unrated,14,"Short, Drama, Fantasy",6.9,1912,Harold M. Shaw,"Martin Fuller, Mrs. William Bechtel, Walter Edwin, Ethel Jewett",,804
I Lived with You,None,100,"Comedy, Romance",6.4,1933,Maurice Elvey,"Ursula Jeans, Ida Lupino, Minnie Rayner, Cicely Oates",,200
Selva,Not Rated,119,"Action, Romance",7.1,1996,A. Venkatesh,"Joseph Vijay, Rajan P. Dev, Jayachitra, Manivannan",,480
The Only Real Game,Unrated,82,"Documentary, Sport",7.3,2013,Mirra Bank,"Melissa Leo, Bame, Bhanu, Jeff Brueggemann",$0.01M,27
The Little Girl Who Conquered Time,None,106,Sci-Fi,6.1,1997,Haruki Kadokawa,"Nana Nakamoto, Shunsuke Nakamura, Mitsuko Baishô, Yoshiko Kuga",,54
Exit,None,94,"Comedy, Drama, Romance",6.3,2014,Hsiang Chienn,"Shiang-chyi Chen, Ming-hsiang Tung, Ming-Hua Pai, An-Shun Yu",,258
Redeeming Uncle Tom: The Josiah Henson Story,None,55,Documentary,7.6,2019,Jared Brock,Danny Glover,,28
Behind the Walls,None,9,"Short, Drama",7.1,2011,Jihun Ahn,"Penelope Electra, Shiloh Silverman",,66
Gokulathil Seethai,None,174,"Drama, Romance",7.6,1996,Ahathian,"Karan, Karthik, Manivannan, Suvalaxmi",,63
The Dish,None,23,Comedy,6.8,2008,,"Danielle Fishel, NeNe Leakes, Christopher Flynn, Whitney Port",,132
A Happy Man,Not Rated,106,Comedy,5.2,2009,Robert Ménard,"Pierre Richard, Sylvie Testud, Rémy Girard, Louise Portal",,295
Royal Shakespeare Company: Twelfth Night,None,78,Comedy,6.5,2018,Ned Record,"Charles Baker, Rich Baker, Justin Brownstone, Jamie Costa",,17
The Virgins,None,13,"Short, Drama, Romance",6.3,2022,Manu Roma,"Farran Grau, Khalid Guessaid, Ayoub Ouardi, Miquel Ventura",,7
Bhagyawan,Not Rated,136,Drama,4.5,1994,S.K. Subash,"Govinda, Juhi Chawla, Pran Sikand, Asha Parekh",,79
Landes,None,90,Drama,6.0,2013,François-Xavier Vives,"Marie Gillain, Jalil Lespert, Miou-Miou, Steve Driesen",,111
The White Noise,None,90,"Action, Romance, Thriller",4.7,2017,,"Nicolas Mouawad, Zeina Makki, Kasem Mansour, Farid Matar",,12
Proud Iza,None,20,"Short, Drama",8.0,2008,Anna Condo,"Anna Condo, Federico Castelluccio, Carolyn McCormick, Danny Elfman",,9
Le joli coeur,None,91,Comedy,4.8,1984,Francis Perrin,"Francis Perrin, Cyrielle Clair, Sylvain Rougerie, Patricia Cartier",,87
College Boys Live,Unrated,94,Documentary,5.4,2009,George O'Donnell,"Zac Adams, Jonathan Greer, Charlie, Chuck",,101
Withered Green,None,73,Drama,6.4,2016,Mohammed Hammad,"Heba Ali, Asmaa Fawzi, John Ekram Hanna, Tamer Hamid",,254
The Wallflower,None,45,"Comedy, Drama",6.9,2010,,"Kazuya Kamenashi, Tatsuomi Hamada, Aya Ohmasa, Yûya Tegoshi",,463
The Fight for Greenland,None,95,Documentary,7.2,2020,Kenneth Sorento,"Ane Marie Andersen, Dorthe Andersen, Erneeraq Andersen, Kaaleeraq Andersen",,65
Under Your Spell,Approved,62,"Comedy, Music, Romance",6.4,1936,Otto Preminger,"Lawrence Tibbett, Wendy Barrie, Gregory Ratoff, Arthur Treacher",,60
Naami Chor,Not Rated,127,Action,5.9,1977,"Manmohan Desai, 
Kamal Mehra","Biswajeet Chatterjee, Shatrughan Sinha, Leena Chandavarkar, Keshto Mukherjee",,11
Ronna & Beverly,None,60,Talk-Show,7.9,2012,,"Jamie Denbo, Jessica Chaffin, Jon Hamm, Will Arnett",,23
X on a Map,None,13,"Short, Adventure, Romance",6.4,2009,Jeff Desom,"Sean Biggerstaff, Vicky Krieps, Jean-François Wolff, Marja-Leena Junker",,113
The Last Christeros,None,89,"Drama, Western",5.8,2011,,Matias Meyer,,136
Oscar's Orchestra,None,30,"Animation, Adventure, Comedy",8.0,1995,,"Dudley Moore, Daniel Nicodème, Elly Fairman, David de Keyser",,44
Line of Sight,None,60,Documentary,7.4,2012,Benny Zenga,Lucas Brunelle,,362
Seitokai Yakuindomo the Movie,None,60,"Animation, Comedy",6.7,2017,Hiromitsu Kanazawa,"Shintarô Asanuma, Yôko Hikasa, Satomi Sato, Sayuri Yahagi",,124
Three Piece Suite,None,30,Comedy,4.8,1977,,"Diana Rigg, Gawn Grainger, George Baker, Patsy Rowlands",,22
Le coeur battant,None,86,Drama,6.2,1960,Jacques Doniol-Valcroze,"Françoise Brion, Jean-Louis Trintignant, Raymond Gérôme, Marc Eyraud",,30
The Wonderful World of Chocolate,None,60,Documentary,6.8,2019,,"Glynis Barber, Alex Hutchinson, Penny Thorpe, Rosie Dummer",,20
Killer Kid,None,102,"Romance, Western",5.9,1967,Leopoldo Savona,"Anthony Steffen, Luisa Baratto, Fernando Sancho, Giovanni Cianfriglia",,200
Auf dünnem Eis,None,90,Drama,6.7,2021,Sabine Bernardi,"Julia Koschitz, Carlo Ljubek, Markus Gertken, Bruno Grüner",,42
H.P. Lovecraft's the Terrible Old Man,None,4,"Animation, Short",6.5,2007,"Sean Kearney, 
Doug Simon",Sean Kearney,,20
Lisa Loeb & Nine Stories: Stay (I Missed You),None,3,"Short, Music",7.0,1994,Ethan Hawke,"Lisa Loeb & Nine Stories, Lisa Loeb",,46
The Best of the Lads 2021,None,50,"Action, Adventure, Comedy",8.8,2021,Jack Vickers,"Jacob Fountain, Alex Wheeler, Joel Cain, George Grozier",,6
The Red Thunder,PG,8,"Short, Action, Comedy",6.7,2015,Alvaro Ron,"Allie Grant, Miles Heizer, Karen Strassman, Doug Olear",,46
Waisetsu stalker: Kurayami de idaite!,None,62,None,4.1,2002,Yutaka Ikejima,"Hotaru Hazuki, Noriko Masaki, Mirei, Yûya Ishikawa",,18
Man braucht kein Geld,None,92,Comedy,6.5,1931,Carl Boese,"Hedy Lamarr, Heinz Rühmann, Hans Moser, Ida Wüst",,128
A Complicated Story,None,108,Drama,5.5,2013,Kiwi Chow,"Jacky Cheung, Zhi-Ying Zhu, Stephanie Che, Ziyi Wang",,99
P.R.O.B.E.: Ghosts of Winterborne,None,42,"Short, Horror, Thriller",6.2,1996,Bill Baggs,"Reece Shearsmith, Daniel Matthews, David Hankinson, Nathan Hamlett",,59
Talk Dirty to Me: Part 8,None,86,"Adult, Drama, Romance",6.3,1991,Jerry Ross,"Ashlyn Gere, Randy West, K.C. Williams, Stephanie Page",,117
Real Deal,None,30,Reality-TV,5.8,2011,,"Tyler Moore, Troy Howerton, Charles 'Chip' Plemmon, Jason McCoon",,14
Kanikuly prezidenta,None,105,Comedy,4.6,2018,Ilya Sherstobitov,"Dmitriy Grachev, Mikhail Kazakov, Gosha Kutsenko, Nikolay Mulakov",,294
Hunting the KGB Killers,PG-13,54,"Documentary, Crime, Mystery",7.2,2017,Chris Malone,"Eddie Marsan, Andrew Byron, Hubert Hanowicz, Jon Foster",,121
Roots,None,80,Documentary,7.9,2021,Tea Lukac,"Dusan Bundalo, Igor Bundalo, Jepsy Clar, Milka Grcic II",,10
Handel's Last Chance,Not Rated,51,"Biography, Drama, Family",6.6,1996,Milan Cheylov,"Leon Pownall, Tod Fennell, Gerard Parkes, Seana McKenna",,82
Angeltown,None,21,"Short, Drama",9.8,2016,Nancy Liu,"Greena Park, Jin Au-Yeung, Luis E. Lopez, Jon Komp Shin",,8
Arman ja Suomen rikosmysteerit,None,60,"Documentary, Crime",5.9,2017,,"Arman Alizad, Salla Kozma, Thomas Elfgren",,48
Magic World,None,37,Short,7.4,2015,Julien Hosmalin,"Fantin Ravat, Anthony Bajon, Eloïse Parramore, Michaël Vander-Meiren",,40
Last Love,None,18,"Short, Mystery",8.7,2017,Dmitri Frolov,"Leonid Mozgovoy, Natalya Surkova, Vladimir Zolotar",,35
The Mysterious Poacher,None,59,"Adventure, Family",4.4,1949,William C. Hammond,"Gerty Jobstmann, Fritz Langer, Eleanore Kulicek, Herbert Nitsch",,9
An Affirmative Act,None,93,"Crime, Drama, Mystery",5.5,2010,A.J. Mattioli,"Blanche Baker, Costas Mandylor, Charles Durning, Robert Clohessy",,109
Jimmy Durante Presents the Lennon Sisters,None,60,"Comedy, Music",7.4,1969,,"Jimmy Durante, The Lennon Sisters, Dianne Lennon, Janet Lennon",,30
Diamond Zero,R,85,"Sci-Fi, Action, Comedy",3.9,2005,"David Gaz, 
Annelie Wilder","Bronson Pinchot, Tippi Hedren, Darin Heames, Leo Rossi",,166
Christmas Carol,None,55,"Comedy, Fantasy",7.3,1978,Trevor Evans,Rich Little,,381
The Teddy Bears' Christmas,None,30,"Animation, Family",8.2,1992,Paul Schibli,"Jonathan Crombie, Stuart Stone, Kylie Schibli, Ryan Lindsay",,132
Take That & Fake That: Happy Now,None,5,Music,6.2,2011,"Richard Curtis, 
Tom Harper","Gary Barlow, John Bishop, Alan Carr, James Corden",,29
Lie Detector,None,132,"Crime, Drama, Thriller",7.2,2012,Scott Forslund,"R.C. Everbeck, Richard Topping, Karla Mason, Shelly Lipkin",,6
Lila's Book,None,76,"Animation, Adventure, Fantasy",7.2,2017,Marcela Rincón,"Leonor González Mina, Jorge Herrera",,85
Jokebook,Not Rated,30,"Animation, Comedy",6.5,1982,,"Joyce Jameson, Ronnie Schell, Lennie Weinrib, Joan Gerber",,17
Lolo's Cafe,None,10,"Animation, Short, Comedy",5.2,2006,Guy Vasilovich,"Tom Arnold, Edward Asner, Jim Belushi, Carmen Electra",,24
Blue's Birthday,None,38,"Short, Comedy, Family",8.2,1998,"Lucy Walker, 
Alan Zdinak","Aleisha Allen, Ivy Austin, Kathryn Avery, Nick Balaban",,26
The Beatles: Penny Lane,None,3,"Short, Music",7.8,1967,Peter Goldmann,"The Beatles, George Harrison, John Lennon, Paul McCartney",,351
Sting,None,17,"Short, Drama",6.9,2007,Vigdis Nielsen,"Kristoffer Bjerga, Glenn André Viste Bøe, Anders Dale, Svein Bringsjord Granstrøm",,93
The Real Mrs Doubtfire,None,46,Documentary,5.5,2007,Misha Manson-Smith,"Arita Trahan, Sarah Ewell, John Boyd West",,16
Mama,None,29,"Documentary, Short",8.1,2020,Pablo De La Chica,"Mama Zawadi, Lorena Cardarso, Itsaso Vélez, Anthony Caere",,26
Expectations,None,110,Drama,5.3,1997,Daniel Bergman,"Kent-Arne Dahlgren, Stefan Sundström, Emma Warg, Niklas Olund",,144
Tajomaru: Avenging Blade,None,126,"Action, Crime, Drama",5.2,2009,Hiroyuki Nakano,"Shun Oguri, Yuki Shibamoto, Kei Tanaka, Kyôsuke Yabe",,345
The Old Bear Hunter,None,103,Adventure,7.1,1982,Toshio Gotô,"Kô Nishimura, Junzaburô Ban, Mihoko Fujita, Eiko Hori",,64
"All This, and Christmas Too!",None,60,Comedy,5.6,1971,Bill Hitchcock,"Sidney James, Beryl Mason, Juliet Kempson, Katie Allan",,51
18 Hours,Not Rated,70,"Drama, Thriller",7.2,2017,Njue Kevin,"Nick Ndeda, Sue Wanjiru, Brian Ogola, Brian Achar",,21
Mel Blanc: The Man of a Thousand Voices,None,70,"Documentary, Biography, History",8.0,2008,Constantine Nasr,"Mel Blanc, Noel Blanc, Keith Scott, Bill Baldwin Jr.",,180
Modalasala,None,140,Romance,7.5,2010,Purushotham,"Avinash, Bhama, Rangayana Raghu, Thara",,105
Pacing the Pool,None,8,"Documentary, Short",9.3,2021,,Radheya Jegatheva,,8
I Know Her,None,3,"Short, Comedy",7.4,2019,Fawzia Mirza,"Fawzia Mirza, Kausar Mohammed",,13
Boat,None,115,Drama,5.9,2009,Young-nam Kim,"Ha Jung-woo, Satoshi Tsumabuki, Tasuku Emoto, Shihori Kanjiya",,128
Rose-Marie,None,70,Drama,4.2,1928,Lucien Hubbard,"Joan Crawford, James Murray, House Peters, Creighton Hale",,220
A French Revolution,None,104,Documentary,7.1,2022,,Emmanuel Gras,,13
Shooting the Moon,None,105,Drama,6.6,1998,Francesca Archibugi,"Valeria Golino, Niccolò Senni, Francesca Di Giovanni, Sergio Rubini",,259
Linkin Park and Friends: Celebrate Life in Honor of Chester Bennington,PG,180,Music,9.1,2017,"Linkin Park, 
Skip Twitchell","Mike Shinoda, Rob Bourdon, Joseph Hahn, Phoenix Farrell",,173
Maria's Tale,None,90,Horror,3.7,2018,"Robert A. Trezza, 
Zachary Chase","Eoin Connolly, Zachary Chase, Michael Ciesla, Bee Davies",,36
"While You Live, Shine",Not Rated,80,"Documentary, Music",7.3,2018,Paul Duane,Chris King,,41
Kocicí princ,None,79,"Adventure, Family, Fantasy",6.3,1979,Ota Koval,"Pavel Hachle, Zaneta Fuchsová, Winfried Glatzeder, Jana Andrsová-Vectomová",,73
A Fool and His Money,Not Rated,10,"Short, Comedy",6.7,1912,Alice Guy,James Russell,,83
Holocausto Brasileiro,None,90,Documentary,8.2,2016,,"Daniela Arbex, Armando Mendz",,188
Baby Face Harrington,Passed,62,"Comedy, Crime",5.8,1935,Raoul Walsh,"Charles Butterworth, Una Merkel, Harvey Stephens, Eugene Pallette",,259
Hvernig á að vera Klassa Drusla,None,87,Comedy,7.2,2021,Ólöf Birna Torfadóttir,"Ásta Júlía Elíasdóttir, Ylfa Marín Haraldsdóttir, Konni Gotta, Rúnar Vilberg",,41
Barking Dogs Don't Fite,None,6,"Animation, Short, Comedy",6.7,1949,"Izzy Sparber, 
Thomas Johnson","Jackson Beck, Jack Mercer, Mae Questel",,121
Kokoro,None,95,Drama,5.9,2016,Vanja d'Alcantara,"Isabelle Carré, Jun Kunimura, Niels Schneider, Fabrizio Rongione",,137
King of Prism by PrettyRhythm,None,59,Animation,5.8,2016,,,,27
West Side Stories: The Making of a Classic,None,60,Documentary,8.5,2016,Ursula Macfarlane,"Christine Allado, Jamie Bernstein, Ava Brennan, Andrea Burns",,30
The Beatles: Yellow Submarine,PG-13,3,"Animation, Short, Music",7.9,1968,,"The Beatles, George Harrison, John Lennon, Paul McCartney",,163
Teini dnevnici,None,20,Drama,7.9,2020,,"Pia Vrdoljak, Ivan Validzic, Mia Leonie, Nika Pavicic",,36
Intervene,None,13,"Short, Drama, Mystery",4.6,2018,Amanda Kramer,"Jane Adams, Emily Robinson, Kate Lyn Sheil, Noel David Taylor",,14
Black Tiger: Hunter Hunted,None,20,"Short, Action, Fantasy",7.6,2014,Patricio Ginelsa,"Angela Fong, Gordon G. Lee, Mish'al Samman, Laur Allen",,12
Little Crusader,None,87,"Drama, History",5.7,2017,Václav Kadrnka,"Karel Roden, Ales Bílík, Matous John, Jana Semerádová",,109
Dropping Evil,Not Rated,82,"Comedy, Drama, Horror",3.0,2012,Adam Protextor,"Armin Shimerman, Tiffany Shepis, Edwin Neal, Thomas Alan Taylor",,160
Bang Bang,None,95,"Adventure, Comedy, Musical",4.1,1967,Serge Piollet,"Sheila, Brett Halsey, Gaia Germani, Franco Fabrizi",,47
Saadi Marzi,None,118,Comedy,5.0,2019,Ajay Chandhok,"Anuj Bhalla, Neena Bundhel, Devkumar Deva, Jaswinder",,24
Les fameux Gars,Not Rated,85,"Comedy, Romance",7.2,2012,Adolf El Assal,"Caty Baccega, Andy Bausch, Marylène Bergmann, Jean-Luc Bertrand",,626
No Signal,None,30,Comedy,5.2,2009,,"Stefan Ashton Frank, Andrew Brooke, Peter Dickson, Joel Fry",,29
Transatlantic Coffee,Not Rated,104,"Comedy, Drama, Romance",7.1,2012,Erik Peter Carlson,"Kevin Pinassi, Rae Olivier, Marcel Torres, Stephanie Domini",,432
Koeputkiaikuinen ja Simon enkelit,None,87,Comedy,5.2,1979,Spede Pasanen,"Spede Pasanen, Vesa-Matti Loiri, Simo Salminen, Tapio Hämäläinen",,603
Ding-a-ling-Less,Not Rated,81,Comedy,5.2,2001,Onur Tukel,"Kirk Wilson, Robert Longstreet, Mark Darby Robinson, Lydia Toon Fleuery",,132
Der kleine Rabe Socke - Suche nach dem verlorenen Schatz,None,73,"Animation, Family",6.9,2019,"Verena Fels, 
Sandor Jesse","Jan Delay, Anna Thalbach, Nellie Thalbach, Dieter Hallervorden",,58
The Pleasure Zone: Volume 1 - Partners,R,85,Drama,4.6,1999,Robert Angelo,"Eden Svendahl, Daniel D. Anderson, Tane McClure, Taimie Hannum",,21
