Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
The Long Goodbye,TV-PG,44,"Drama, Romance",6.8,1990,Les Sheldon,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,97
The Loo-Ouch,TV-PG,44,"Drama, Romance",6.6,1990,Kim Friedman,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,100
The Morning After,TV-PG,42,"Drama, Romance",6.4,1990,Anson Williams,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,95
The Nature of Nurture,TV-PG,44,"Drama, Romance",6.2,1990,Michael Ray Rhodes,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,114
The Next Fifty Years,TV-PG,46,"Drama, Romance",7.3,1990,Daniel Attias,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,242
The Party Fish,TV-PG,46,"Drama, Romance",6.5,1990,Daniel Attias,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,208
The Penultimate,TV-PG,43,"Drama, Romance",6.2,1990,Michael Lange,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,93
The Phantom Menace,TV-PG,43,"Drama, Romance",6.3,1990,Charles Correll,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,98
The Pit and the Pendulum,TV-PG,46,"Drama, Romance",6.5,1990,Daniel Attias,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,193
The Real McCoy,TV-PG,45,"Drama, Romance",5.3,1990,Jason Priestley,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,145
The Right Thing,TV-PG,44,"Drama, Romance",6.2,1990,Chip Chalmers,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,98
The Things We Do for Love,TV-PG,44,"Drama, Romance",6.5,1990,Gilbert M. Shilton,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,102
The Time Has Come Today,TV-PG,44,"Drama, Romance",6.7,1990,Jason Priestley,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,175
"The Twins, the Trustee, and the Very Big Trip",TV-PG,45,"Drama, Romance",6.9,1990,David Carson,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,177
The Way We Weren't,TV-PG,44,"Drama, Romance",6.5,1990,Frank Thackery,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,100
The Wedding: Part 1,TV-14,91,"Drama, Romance",6.8,1990,Harry Harris,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,94
The Wedding: Part 2,TV-14,91,"Drama, Romance",6.7,1990,Harry Harris,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,88
Thicker Than Water,TV-PG,45,"Drama, Romance",6.6,1990,Michael Lange,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,140
Things That Go Bang in the Night,TV-14,44,"Drama, Romance",7.0,1990,Jason Priestley,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,133
Things to Do on a Rainy Day,TV-PG,46,"Drama, Romance",7.2,1990,Bethany Rooney,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,195
Ticket to Ride,TV-PG,44,"Drama, Romance",6.4,1990,Anson Williams,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,101
Toil and Trouble,TV-PG,44,"Drama, Romance",5.8,1990,Richard Denault,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,99
"Too Little, Too Late/Paris 75001",TV-PG,46,"Drama, Romance",6.8,1990,Daniel Attias,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,168
Trials and Tribulations,TV-PG,44,"Drama, Romance",6.1,1990,Roy Campanella II,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,89
Truth and Consequences,TV-PG,45,"Drama, Romance",6.7,1990,James Eckhouse,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,142
Turn Back the Clock,TV-PG,45,"Drama, Romance",7.0,1990,Graeme Lynch,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,112
Twenty Years Ago Today,TV-PG,46,"Drama, Romance",7.0,1990,James Whitmore Jr.,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,155
U4EA,TV-PG,45,"Drama, Romance",7.4,1990,Charles Braverman,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,222
Under the Influence,TV-14,45,"Drama, Romance",6.7,1990,Scott Paulin,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,132
Unnecessary Roughness,TV-PG,44,"Drama, Romance",6.2,1990,Gilbert M. Shilton,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,104
Unreal World,TV-PG,45,"Drama, Romance",6.8,1990,David Semel,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,135
Up in Flames,TV-PG,44,"Drama, Romance",7.3,1990,Gilbert M. Shilton,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,143
Violated,TV-PG,45,"Drama, Romance",7.1,1990,Christopher Hibler,"Jason Priestley, Jennie Garth, Ian Ziering, Luke Perry",,115
Vital Signs,TV-PG,45,"Drama, Romance",6.4,1990,Daniel Attias,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,138
We Interrupt This Program,TV-PG,44,"Drama, Romance",7.0,1990,Kevin Inch,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,103
Wedding Bell Blues,TV-PG,45,"Drama, Romance",7.4,1990,Jeff Melman,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,194
What I Did on My Summer Vacation and Other Stories,TV-14,45,"Drama, Romance",7.0,1990,Michael Lange,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,141
What's in a Name,TV-PG,44,"Drama, Romance",6.0,1990,Christopher Hibler,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,85
Who's Zoomin' Who?,TV-14,45,"Drama, Romance",6.9,1990,Gabrielle Beaumont,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,136
Wild Horses,TV-PG,45,"Drama, Romance",6.4,1990,Bobby Roth,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,171
Wildfire,TV-PG,44,"Drama, Romance",7.0,1990,Daniel Attias,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,196
Windstruck,TV-PG,45,"Drama, Romance",6.5,1990,Gilbert M. Shilton,"Jason Priestley, Shannen Doherty, Jennie Garth, Ian Ziering",,143
With This Ring,TV-PG,44,"Drama, Romance",6.9,1990,Jason Priestley,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,115
Withdrawal,TV-PG,44,"Drama, Romance",6.4,1990,Kevin Inch,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,93
You Better Work,TV-PG,43,"Drama, Romance",6.1,1990,Harvey Frost,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,90
You Gotta Have Heart,TV-PG,41,"Drama, Romance",6.7,1990,Gilbert M. Shilton,"Jason Priestley, Jennie Garth, Ian Ziering, Gabrielle Carteris",,121
"You Say Goodbye, I Say Hello",TV-PG,44,"Drama, Romance",7.1,1990,Michael Lange,"Jennie Garth, Ian Ziering, Brian Austin Green, Tori Spelling",,104
You Say It's Your Birthday: Part 1,TV-PG,60,"Drama, Romance",6.9,1990,Michael Lange,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,103
You Say It's Your Birthday: Part 2,TV-PG,89,"Drama, Romance",6.6,1990,Michael Lange,"Jason Priestley, Jennie Garth, Ian Ziering, Brian Austin Green",,112
...And Then I Wrote,TV-G,30,"Comedy, Family, Fantasy",7.1,1964,E.W. Swackhamer,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,312
A Bum Raps,TV-G,25,"Comedy, Family, Fantasy",6.9,1964,Jerry Davis,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,315
A Bunny for Tabitha,TV-G,25,"Comedy, Family, Fantasy",7.3,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,264
A Chance on Love,TV-G,24,"Comedy, Family, Fantasy",7.1,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,231
A Change of Face,TV-G,30,"Comedy, Family, Fantasy",8.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,342
A Gazebo Never Forgets,TV-G,30,"Comedy, Family, Fantasy",7.3,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,292
A Good Turn Never Goes Unpunished,TV-G,26,"Comedy, Family, Fantasy",4.2,1964,Ernest A. Losso,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,204
A Majority of Two,TV-G,30,"Comedy, Family, Fantasy",6.3,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,319
A Most Unusual Wood Nymph,TV-G,25,"Comedy, Family, Fantasy",8.2,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Henry Corden",,285
A Nice Little Dinner Party,TV-G,25,"Comedy, Family, Fantasy",7.8,1964,Sherman Marks,"Elizabeth Montgomery, Dick York, Agnes Moorehead, C. Lindsay Workman",,330
A Plague on Maurice and Samantha,TV-G,26,"Comedy, Family, Fantasy",7.1,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,226
A Safe and Sane Halloween,TV-G,30,"Comedy, Family, Fantasy",8.7,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,284
A Strange Little Visitor,TV-G,30,"Comedy, Family, Fantasy",7.6,1964,E.W. Swackhamer,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,300
A Very Special Delivery,TV-G,30,"Comedy, Family, Fantasy",7.7,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Gene Blakely",,317
A Vision of Sugar Plums,TV-G,25,"Comedy, Family, Fantasy",8.4,1964,Alan Rafkin,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,424
A Vision of Sugar Plums,TV-G,25,"Comedy, Family, Fantasy",5.9,1964,Alan Rafkin,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,399
Abner Kadabra,TV-G,30,"Comedy, Family, Fantasy",8.8,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,355
Accidental Twins,TV-G,30,"Comedy, Family, Fantasy",7.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Kasey Rogers",,289
"Adam, Warlock or Washout",TV-G,26,"Comedy, Family, Fantasy",4.7,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,206
Alias Darrin Stephens,TV-G,25,"Comedy, Family, Fantasy",8.6,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,340
Allergic to Macedonian Dodo Birds,TV-PG,30,"Comedy, Family, Fantasy",8.9,1964,Richard Kinon,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,282
And Something Makes Four,TV-G,24,"Comedy, Family, Fantasy",7.1,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,237
And Something Makes Three,TV-G,25,"Comedy, Family, Fantasy",7.9,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,375
And Then There Were Three,TV-G,25,"Comedy, Family, Fantasy",8.8,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Gene Blakely",,338
Art for Sam's Sake,TV-G,30,"Comedy, Family, Fantasy",8.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,273
Aunt Clara's Old Flame,TV-G,25,"Comedy, Family, Fantasy",8.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,295
Aunt Clara's Victoria Victory,TV-G,25,"Comedy, Family, Fantasy",7.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,272
Baby's First Paragraph,TV-G,30,"Comedy, Family, Fantasy",8.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,295
Be It Ever So Mortgaged,TV-G,25,"Comedy, Family, Fantasy",8.3,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,484
"Bewitched, Bothered and Baldoni",TV-G,25,"Comedy, Family, Fantasy",7.1,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,235
"Bewitched, Bothered and Infuriated",TV-G,30,"Comedy, Family, Fantasy",7.6,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,268
"Birdies, Bogies and Baxter",TV-G,30,"Comedy, Family, Fantasy",7.0,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Joan Banks",,324
"Business, Italian Style",TV-G,25,"Comedy, Family, Fantasy",9.0,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Renzo Cesana",,334
"Charlie Harper, Winner",TV-G,25,"Comedy, Family, Fantasy",8.8,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,297
"Cheap, Cheap!",TV-G,30,"Comedy, Family, Fantasy",7.0,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Kasey Rogers",,284
Cousin Edgar,TV-G,30,"Comedy, Family, Fantasy",6.7,1964,E.W. Swackhamer,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Arte Johnson",,338
Cousin Serena Strikes Again: Part 1,TV-G,30,"Comedy, Family, Fantasy",8.5,1964,Richard Michaels,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Kasey Rogers",,293
Cousin Serena Strikes Again: Part 2,TV-G,30,"Comedy, Family, Fantasy",7.6,1964,Richard Michaels,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,288
Daddy Comes to Visit,TV-G,25,"Comedy, Family, Fantasy",7.0,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,233
Daddy Does His Thing,TV-G,24,"Comedy, Family, Fantasy",7.8,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Maurice Evans",,252
Dangerous Diaper Dan,TV-G,30,"Comedy, Family, Fantasy",7.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,289
Darrin Goes Ape,TV-G,25,"Comedy, Family, Fantasy",4.1,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,202
Darrin Gone! and Forgotten?,TV-G,30,"Comedy, Family, Fantasy",7.0,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,281
Darrin on a Pedestal,TV-G,25,"Comedy, Family, Fantasy",7.1,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,241
Darrin the Warlock,TV-G,25,"Comedy, Family, Fantasy",6.9,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,226
Disappearing Samantha,TV-G,25,"Comedy, Family, Fantasy",8.7,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Irene Vernon",,299
Divided He Falls,TV-G,30,"Comedy, Family, Fantasy",8.9,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Frank Maxwell",,319
Double Split,TV-G,30,"Comedy, Family, Fantasy",6.8,1964,Jerry Davis,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Irene Vernon",,352
Double Tate,TV-G,30,"Comedy, Family, Fantasy",8.9,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,318
"Double, Double, Toil and Trouble",TV-G,30,"Comedy, Family, Fantasy",8.8,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,282
Driving Is the Only Way to Fly,TV-G,25,"Comedy, Family, Fantasy",8.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Paul Bryar",,367
Eat at Mario's,TV-G,30,"Comedy, Family, Fantasy",8.6,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Phil Arnold",,323
Endora Moves in for a Spell,TV-G,30,"Comedy, Family, Fantasy",7.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,315
Eye of the Beholder,TV-G,30,"Comedy, Family, Fantasy",8.3,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Gene Blakely",,346
Fastest Gun on Madison Avenue,TV-G,30,"Comedy, Family, Fantasy",8.0,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,291
Follow That Witch: Part 1,TV-G,25,"Comedy, Family, Fantasy",7.7,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Mary Grace Canfield",,374
Follow That Witch: Part 2,TV-G,25,"Comedy, Family, Fantasy",8.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Mary Grace Canfield",,368
George Washington Zapped Here: Part 1,TV-G,26,"Comedy, Family, Fantasy",5.2,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,209
George Washington Zapped Here: Part 2,TV-G,26,"Comedy, Family, Fantasy",5.2,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,206
George the Warlock,TV-G,25,"Comedy, Family, Fantasy",8.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Lauren Gilbert",,338
Going Ape,TV-G,25,"Comedy, Family, Fantasy",7.4,1964,Richard Michaels,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,279
Hansel and Gretel in Samanthaland,TV-G,26,"Comedy, Family, Fantasy",7.1,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,240
"Help, Help, Don't Save Me",TV-G,25,"Comedy, Family, Fantasy",7.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,424
"Hippie, Hippie, Hooray",TV-G,30,"Comedy, Family, Fantasy",8.0,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,272
Hoho the Clown,TV-G,30,"Comedy, Family, Fantasy",7.0,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,293
How Green Was My Grass,TV-G,30,"Comedy, Family, Fantasy",7.6,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,251
How Not to Lose Your Head to Henry VIII: Part 1,TV-G,26,"Comedy, Family, Fantasy",7.2,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,230
How Not to Lose Your Head to Henry VIII: Part 2,TV-G,26,"Comedy, Family, Fantasy",7.2,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,226
How to Fail in Business with All Kinds of Help,TV-G,25,"Comedy, Family, Fantasy",7.5,1964,Richard Kinon,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,289
Humbug Not to Be Spoken Here,TV-G,30,"Comedy, Family, Fantasy",8.7,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,275
I Confess,TV-G,30,"Comedy, Family, Fantasy",8.9,1964,Seymour Robbie,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,281
"I Get Your Nannie, You Get My Goat",TV-G,30,"Comedy, Family, Fantasy",7.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,267
I Remember You... Sometimes,TV-G,30,"Comedy, Family, Fantasy",7.9,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,282
"I Don't Want to Be a Toad, I Want to Be a Butterfly",TV-G,30,"Comedy, Family, Fantasy",8.6,1964,Richard Michaels,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,247
I'd Rather Twitch Than Fight,TV-G,30,"Comedy, Family, Fantasy",8.4,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,277
"I, Darrin, Take This Witch, Samantha",TV-G,25,"Comedy, Family, Fantasy",8.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Gene Blakely",,640
If They Never Met,TV-G,30,"Comedy, Family, Fantasy",9.0,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Frank Wilcox",,313
If the Shoe Pinches,TV-G,24,"Comedy, Family, Fantasy",7.3,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,245
Illegal Separation,TV-G,30,"Comedy, Family, Fantasy",8.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,319
Instant Courtesy,TV-G,30,"Comedy, Family, Fantasy",7.8,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Kasey Rogers",,298
Is It Magic or Imagination?,TV-G,30,"Comedy, Family, Fantasy",7.6,1964,Luther James,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Dick Wilson",,279
It Shouldn't Happen to a Dog,TV-G,25,"Comedy, Family, Fantasy",7.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Grace Lee Whitney",,454
It Takes One to Know One,TV-G,30,"Comedy, Family, Fantasy",7.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Lisa Seagram",,364
It's Magic,TV-G,25,"Comedy, Family, Fantasy",7.4,1964,Sidney Miller,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,362
It's So Nice to Have a Spouse Around the House,TV-G,30,"Comedy, Family, Fantasy",8.8,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,263
It's Wishcraft,TV-G,30,"Comedy, Family, Fantasy",8.8,1964,Paul Davis,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,268
Junior Executive,TV-G,25,"Comedy, Family, Fantasy",8.6,1964,Howard Morris,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,311
Just One Happy Family,TV-G,30,"Comedy, Family, Fantasy",8.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Thomas Anthony",,372
Just a Kid Again,TV-G,24,"Comedy, Family, Fantasy",8.4,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,299
"Laugh, Clown, Laugh",TV-G,25,"Comedy, Family, Fantasy",4.3,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,204
Ling Ling,TV-G,30,"Comedy, Family, Fantasy",8.6,1964,David Orrick McDearmon,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,380
Little Pitchers Have Big Fears,TV-G,30,"Comedy, Family, Fantasy",8.2,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,426
Long Live the Queen,TV-G,30,"Comedy, Family, Fantasy",8.6,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, J. Edward McKinley",,279
Love Is Blind,TV-G,25,"Comedy, Family, Fantasy",7.3,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Chris Noel",,369
Maid to Order,TV-G,25,"Comedy, Family, Fantasy",7.8,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Irene Vernon",,302
Make Love Not Hate,TV-G,24,"Comedy, Family, Fantasy",7.5,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,242
Man of the Year,TV-G,30,"Comedy, Family, Fantasy",7.5,1964,R. Robert Rosenbaum,"Elizabeth Montgomery, Dick York, Agnes Moorehead, C. Lindsay Workman",,265
Man's Best Friend,TV-G,30,"Comedy, Family, Fantasy",7.4,1964,Jerry Davis,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Mary Grace Canfield",,294
Marriage Witch's Style,TV-G,30,"Comedy, Family, Fantasy",7.6,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Peter Brocco",,248
"Mary, the Good Fairy",TV-G,25,"Comedy, Family, Fantasy",5.3,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,206
Mc Tavish,TV-G,30,"Comedy, Family, Fantasy",7.4,1964,Paul Davis,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Roy Roberts",,280
"Mirror, Mirror, on the Wall",TV-G,30,"Comedy, Family, Fantasy",8.6,1964,Richard Michaels,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,275
Mixed Doubles,TV-G,25,"Comedy, Family, Fantasy",6.9,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,214
Mona Sammy,TV-G,24,"Comedy, Family, Fantasy",7.0,1964,Luther James,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,234
Money Happy Returns,TV-G,25,"Comedy, Family, Fantasy",4.6,1964,Richard Michaels,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,200
"Mother, Meet What's His Name",TV-G,25,"Comedy, Family, Fantasy",8.5,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,456
"Mrs. Stephens, Where Are You?",TV-G,25,"Comedy, Family, Fantasy",8.7,1964,Richard Michaels,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Roy Roberts",,257
"My Baby, the Tycoon",TV-G,25,"Comedy, Family, Fantasy",6.6,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,318
"My Boss, the Teddy Bear",TV-G,30,"Comedy, Family, Fantasy",8.7,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, David White",,309
My Friend Ben,TV-G,25,"Comedy, Family, Fantasy",8.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,283
"My Grandson, the Warlock",TV-G,25,"Comedy, Family, Fantasy",6.9,1964,E.W. Swackhamer,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Alice Pearce",,328
My What Big Ears You Have,TV-G,30,"Comedy, Family, Fantasy",9.0,1964,Richard Kinon,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,288
Naming Samantha's New Baby,TV-G,25,"Comedy, Family, Fantasy",6.2,1964,William Asher,"Elizabeth Montgomery, Dick Sargent, Agnes Moorehead, David White",,207
No More Mr. Nice Guy,TV-G,30,"Comedy, Family, Fantasy",6.4,1964,William Asher,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,312
No Zip in My Zap,TV-G,30,"Comedy, Family, Fantasy",8.5,1964,Richard Kinon,"Elizabeth Montgomery, Dick York, Agnes Moorehead, Erin Murphy",,269
Nobody But a Frog Knows How to Live,TV-G,30,"Comedy, Family, Fantasy",8.4,1964,Richard Kinon,"Elizabeth Montgomery, Dick York, Agnes Moorehead, George Tobias",,265
