Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
The Strange Tale of Oyuki,None,116,"Biography, Drama",7.1,1992,Kaneto Shindô,"Masahiko Tsugawa, Yuki Sumida, Kazuyo Asari, Jun Hamamura",,164
Made in Germany,None,79,Adult,7.0,1987,Paul Thomas,"Angela Baron, Mike Horner, Megan Leigh, Joey Silvera",,111
Taste of Cement,None,85,Documentary,7.2,2017,Ziad Kalthoum,"Tia Alkerdi, Yara Ibrahim",,220
Operación Fangio,None,105,"Action, Comedy",5.5,1999,Alberto Lecchi,"Darío Grandinetti, Laura Ramos, Ernesto Tapia, Fernando Guillén",,164
A Good Little Devil,None,50,Drama,6.0,1914,"Edwin S. Porter, 
J. Searle Dawley","Mary Pickford, Ernest Truex, William Norris, Iva Merlin",,24
18 Shades of Dust,R,95,"Crime, Drama",4.5,1999,Danny Aiello III,"Danny Aiello, William Forsythe, Jessica DiCicco, Jarrod Bunch",,206
"Clara, no es nombre de mujer",Not Rated,100,Comedy,5.6,2012,Pepe Carbajo,"María José Alfonso, Gabriel Andújar, Rebeca Badía, Miriam Benoit",,15
War Photographer,None,75,"Documentary, Biography",7.0,2019,Boris B. Bertram,"Marie Bitsch-Larsen, Elias Sekjær Grarup, Jan Grarup, Marikka Sekjær Grarup",,222
Ernest le Vampire,None,3,Animation,8.1,1989,,,,69
The Interview: Night of 26/11,None,108,Thriller,4.0,2021,Laurens C. Postma,"Anjum Nayar, Jackie Shroff",,31
Stepdaddy,None,7,"Short, Comedy",7.4,2019,Lisa Steen,"Lauren Blumenfeld, Peter Gallagher, Max Jenkins",,14
Weary River,Passed,86,Drama,6.1,1929,Frank Lloyd,"Richard Barthelmess, Betty Compson, William Holden, Louis Natheaux",,498
Täuschung - Die Methode Reagan,None,52,Documentary,8.0,2014,Dirk Pohlmann,"Nadja Berlinghoff, Karl Andersson, Egon Bahr, Ingemar Engman",,28
You Can't Win,Approved,8,"Comedy, Short",5.7,1948,Dave O'Brien,"Pete Smith, Dave O'Brien",,183
Written on Water,None,81,"Drama, Romance",5.4,2020,Pontus Lidberg,"Aurélie Dupont, Alexander Jones, Pontus Lidberg, Stina Ekblad",,15
Keepers of the Light,Not Rated,85,"Documentary, Drama, Family",7.8,2010,"Adrian Carr, 
Pamela Denise Weaver","Deaven Carter, Jacob Carter, Donna Casey, Jessica Dechant",,9
Olly the Little White Van,None,5,"Animation, Family",6.0,2011,,"Andy Nyman, Justin Fletcher, Holly-Marie Michael",,11
The Beach Boys: Live at Knebworth,Not Rated,70,Music,8.1,1980,,"Ed Carter, Joe Chemay, Bobby Figueroa, Al Jardine",,30
North Pier,None,13,"Short, Drama",5.7,2019,Dylan Howell,"Alistair Lock, Paddy Rowan, Eleanor Booth, Kirsty Doyle",,6
Young Blood: Evil Intentions,None,100,"Action, Drama, Fantasy",7.6,2012,"Mat Smith, 
Myron Smith","Autumn Ward, Zoë Cox, Rebecca Kidd, Myron Smith",,46
The Carlos Benede Story,None,89,Drama,7.3,2017,Johannes Fabrick,"Matthias Koeberlin, Joshio Marlon, Vincent Zur Linden, Stefanie Stappenbeck",,84
Ohne Gnade!,None,90,Comedy,4.3,2013,Birgit Stein,"Catrin Striebeck, Sylta Fee Wegmann, Sina Tkotsch, Helge Schneider",,97
Suck It Dry 3,None,178,Adult,7.4,2006,Jonni Darkko,"Arcadia Davida, Lacey DuValle, Sasha Grey, Isabel Ice",,22
Our Mr. Sun,Not Rated,57,Animation,7.5,1956,"Frank Capra, 
William T. Hurtz","Eddie Albert, Lionel Barrymore, Frank Baxter, Marvin Miller",,184
Dead End,None,77,"Crime, Mystery",6.5,2018,Daniel de la Vega,"Osmar Núñez, Luciano Cáceres, Natalia Lobo, Rodrigo Guirao Díaz",,72
Procès au Vatican,None,115,"Biography, Drama",6.4,1952,André Haguet,"France Descaut, Jean Debucourt, Suzanne Flon, Catherine Fonteney",,36
I ragazzi della via Pál,None,180,Drama,4.6,2003,Maurizio Zaccaro,"Gáspár Mesés, Nancy Brilli, Mario Adorf, Virna Lisi",,182
Elodie,None,95,Drama,4.7,2019,Daniel Ziegler,"Faith Decker, Taylor McGlone, Ian Holt, Brittney Watson",,39
Angry Fist,None,87,"Action, Adventure",4.3,1974,Sheng-En Chin,"Kuan-Hsiung Wang, Lan Chi, Chi-Ping Chang, Hsin Chin",,52
Who Wants to Be a Super Millionaire,None,60,"Comedy, Game-Show",7.0,2004,,"Regis Philbin, Neil deGrasse Tyson, John Carpenter, Nancy Christy",,43
Lo sceicco rosso,None,90,Adventure,4.5,1962,Fernando Cerchio,"Channing Pollock, Luciana Gilli, Mel Welles, Rosalba Neri",,38
The Lions' Road,None,96,Documentary,9.5,2022,Donald MacKinnon,"Drew Cain, Frank Canning, Martin Coughlan, Martin Coyle",,25
Mujhe Insaaf Chahiye,Not Rated,133,"Drama, Romance",6.7,1983,Rama Rao Tatineni,"Rati Agnihotri, Mithun Chakraborty, Rekha, Shreeram Lagoo",,56
Out for Blood,None,84,"Adult, Comedy, Horror",6.3,1990,Paul Thomas,"Tori Welles, Racquel Darrian, Randy Spears, Kelly Royce",,24
Gulliver's Space Travels: Beyond the Moon,None,85,"Animation, Adventure, Fantasy",6.2,1965,Yoshio Kuroda,"Kyû Sakamoto, Chiyoko Honma, Seiji Miyaguchi, Shôichi Ozawa",,174
The Island Tales,None,103,Drama,5.3,2000,Stanley Kwan,"Takao Osawa, Shu Qi, Michelle Reis, Julian Cheung",,114
The Willis Family,None,42,Family,5.5,2015,,"Toby Willis, Brenda Willis, Jair Willis",,115
Scrooge in the Hood,Not Rated,83,"Comedy, Crime",4.3,2011,Richard Chandler,"George Raynor, Tina Krause, Seregon O'Dassey, Peter Morse",,88
Garuda di Dadaku,TV-G,97,"Drama, Sport",6.7,2009,Ifa Isfansyah,"Emir Mahira, Aldo Tansani, Marsha Aruan, Ikranagara",,267
Prince: A Purple Reign,Not Rated,44,"Documentary, Music",7.3,2011,Rhodri Huw,Prince,,35
Keep Off My Grass!,PG,90,Comedy,7.5,1975,Shelley Berman,"Micky Dolenz, Marcus J. Grapes, Gary Wood, Everett Addington",,29
Bayani,None,98,None,7.8,1992,Raymond Red,"Julio Diaz, Raymond Alsona, Grace Amilbangsa, John Arcilla",,24
Témoins,None,29,"Short, Drama, War",8.3,2016,David Koch,"Virginie Ledoyen, Jaber Jamil, Tulip, Kinan Hmeidan",,27
Breaking Bad Movie Deal Gone Bad,None,60,Action,5.2,2015,Luan Wolters,"Gustavo Ruben Valenzuela, Brian Ligthart, Anwar Lachman, Don Alphonso",,50
Sonny & Cher: I Got You Babe,None,3,"Short, Music",6.9,1965,,"Sonny Bono, Cher, Sonny & Cher",,49
Clueless Genius,None,45,"Comedy, Game-Show",6.4,2003,,"Hugo Egon Balder, Hella von Sinnen, Bernhard Hoëcker, Wigald Boning",,621
Have You Seen My Movie?,None,136,"Adventure, Comedy, Romance",7.1,2016,,Paul Anton Smith,,85
It's Time to Party,None,117,"Drama, Thriller",6.2,2020,Goutham E.V.S.,"Ditipriya Bhattacharya, Siddharth Gollapudi, Abhilash Maddineni, Maya Nelluri",,17
Dragonfly Squadron,Approved,82,"Drama, War",5.3,1954,Lesley Selander,"John Hodiak, Barbara Britton, Bruce Bennett, Jess Barker",,139
Flower of Desire,None,105,"Crime, Drama",6.4,1983,Guilherme de Almeida Prado,"Imara Reis, Caíque Ferreira, Tamara Taxman, Raymundo de Souza",,44
Hare Hunt,None,7,"Short, Horror",7.1,2021,Ken van Mierlo,"Jamie Grant, Abe Dijkman, Arian Compen, Buddy Boerkoel",,10
Six Bullets,Not Rated,29,"Short, Western",7.3,2007,Graham Killeen,"Steven Koehler, Rachel Ogi, Amanda Shalhoub, Lori Minnetti",,25
The Hip Hop Project,PG-13,88,"Documentary, Music",5.8,2006,Matt Ruskin,"Chris 'Kazi' Rolle, Russell Simmons, Bruce Willis, Doug E. Fresh",$0.03M,272
Aakasha Mittayee,None,137,Comedy,7.0,2017,"M. Padmakumar, 
Samuthirakani","Jayaram, Kalabhavan Shajohn, Iniya, Sarayu Mohan",,183
Frisky Business,X,83,Adult,6.2,1984,Craig Alexander,"Kimberly Carson, Cara Lott, John Leslie, Honey Wilder",,51
White Latina,None,60,Comedy,5.8,2019,Alex Ferrari,Jill-Michele Meleán,,18
Streamline Express,Approved,71,"Comedy, Drama, Mystery",5.4,1935,Leonard Fields,"Victor Jory, Evelyn Venable, Esther Ralston, Erin O'Brien-Moore",,188
Code of Honour,None,89,"Action, Drama",5.6,1987,Billy Chan,"Chun-Hsiung Ko, Wai Lam, Dick Wei, Fui-On Shing",,153
Nomad Riders,Not Rated,82,Action,4.8,1984,Frank Roach,"Tony Laschi, Wayne Chema, Richard Kluck, Ron Gregg",,80
Medieval Times: The Making of 'Army of Darkness',None,96,Documentary,7.1,2015,,"Howard Berger, Billy Bryan, John Cameron, Bruce Campbell",,86
Coming Home,None,86,"Documentary, Drama",7.4,2014,,Viko Nikci,,19
Devdas,Not Rated,140,"Drama, Romance",7.4,2002,"Ashim S. Samanta, 
Shakti Samanta","Prasenjit Chatterjee, Tapas Pal, Arpita Chatterjee, Indrani Haldar",,99
Breaking the Silence,None,90,Drama,6.9,2000,Zhou Sun,"Gong Li, Xin Gao, Jing-ming Shi, Yue Guan",,464
Japanese Belly Button,None,102,"Comedy, Musical",6.5,1977,Eizô Sugawa,"Mako Midori, Akihiro Miwa, Hajime Hana, Osami Nabe",,17
Kanmadam,Not Rated,162,Drama,7.3,1998,A.K. Lohithadas,"Mohanlal, Manju Warrier, Lal, Mala Aravindan",,448
Adult video no tsukurikata,None,70,Comedy,7.8,2008,Hideo Jôjô,"Hikaru Wakana, Manabu Kinno, Tomohiro Okada, Tetsuji Toshikura",,13
Mark Kermode's Secrets of Cinema,None,60,Documentary,7.5,2018,,Mark Kermode,,364
Up on the Roof,None,100,Musical,6.9,1997,Simon Moore,"Billy Carter, Clare Cathcart, Adrian Lester, Amy Robbins",,83
Granny,None,4,"Short, Horror",4.9,2012,,Steven C. Miller,,53
Bill Cosby: Far from Finished,TV-14,95,"Documentary, Comedy",6.8,2013,Robert Townsend,"Bill Cosby, Deana J. Becker, Stephanie Stallaing, Darryl M. Bell",,485
Ratt: Back for More,None,5,Music,7.1,1984,Mark Rezyka,"Ratt, Wendy Barry, Milton Berle, Tawny Kitaen",,29
Bana Sans Dile,None,88,Action,5.2,2001,Cagan Irmak,"Mert Akça, Nilgün Belgün, Basak Dasman, Remzi Evren",,"1,024"
Hit Team,Not Rated,94,Action,5.6,2001,Dante Lam,"Daniel Wu, Alex To, Samuel Pang, Tony Ho",,233
Sissi ohne Franz,None,17,"Short, Comedy, Drama",9.0,2017,Tim Garde,"Laura Louisa Garde, Artjom Gilz, Jessica Rust, Heiko Pinkowski",,10
Roberte,None,104,"Drama, Fantasy, Romance",6.2,1979,Pierre Zucca,"Denise Morin-Sinclaire, Pierre Klossowski, Martin Loeb, Barbet Schroeder",,45
Sifu vs. Vampire,None,96,Action,4.7,2014,Daniel Yee Heng Chan,"Michael Chan, Ronald Cheng, Ka-Lun Cheung, Kai Wai Chun",,110
Acceptance,None,90,"Crime, Drama",4.6,2012,Richard John Taylor,"Billy Murray, Chris Langham, Crissy Rock, Frankie Wilson",,26
Baby Doom,None,81,Comedy,4.6,1998,Peter Gren Larsen,"Peter Mygind, Camilla Bendix, Virgil Lange, Mark Berner Hansen",,281
British Isles: A Natural History,None,480,Documentary,7.9,2004,,Alan Titchmarsh,,57
Madeline,Approved,7,"Animation, Short, Family",6.6,1952,"Robert Cannon, 
John Hubley",Gladys Holland,,197
Las razones de mis amigos,None,105,"Drama, Romance",5.9,2000,Gerardo Herrero,"Marta Belaustegui, Sergi Calleja, Joel Joan, Lola Dueñas",,232
Ashlyn Rising,X,82,Adult,6.1,1995,Layne Parker,"Hank Armstrong, Mark Davis, Ashlyn Gere, Nina Hartley",,36
Simple Revenge,R,88,"Drama, Mystery, Thriller",4.7,2004,Brian Averill,"Holly Perkins, Melissa Picarello, Frank Avoletta, Anne Hawthorne",,123
Good Timing with Jo Firestone,TV-14,49,"Documentary, Comedy",7.5,2021,Julie Miller,"Barbara Bova, Bill Burke, Nicki Cochrane, Orlando Dole",,82
Puss Bucket,Unrated,105,"Comedy, Horror, Musical",5.2,1991,Lisa Hammer,"Terrence Fleming, Doc Hammer, Brian Sullivan, Gina Cammarota",,32
Finding Courage,None,80,Documentary,8.9,2020,,Kay Rubacek,,9
Tyfla na'hei o Marlon Brando,None,73,Comedy,7.2,1963,Orestis Laskos,"Thanasis Vengos, Kostas Kakavas, Efi Oikonomou, Mirella Tsarou",,409
Eight Taels of Gold,None,100,"Comedy, Drama, Romance",7.2,1989,Mabel Cheung,"Sammo Kam-Bo Hung, Sylvia Chang, Lawrence Ah-Mon, Man-Kuen Chan",,246
Music Land,Approved,69,"Animation, Comedy, Music",7.3,1955,"Robert Cormack, 
Clyde Geronimi","Fred Waring, Benny Goodman, Frances Langford, Roy Rogers",,14
Trial Run,None,120,Drama,6.1,1969,William A. Graham,"James Franciscus, Janice Rule, Leslie Nielsen, Diane Baker",,27
Karma,Not Rated,65,"Crime, Mystery, Thriller",6.3,2015,R. Arvind,R. Arvind,,158
Autopsy Room Four,None,22,"Short, Horror",7.2,2003,Stephen Zakman,"Stephen Furst, Torri Higginson, Michael Bergin, Sal Catalano",,247
The Gnomes Great Adventure,G,74,"Animation, Adventure, Comedy",6.1,1995,,"Stephen Bent, Steve Edwin, Gavin Muir, Stuart Organ",,57
Go to Hell,Unrated,90,"Adventure, Comedy, Horror",3.9,1999,Michael J. Heagle,"A-Man, Todd Anderson, William S. Anstedt, Laura Atneosen",,156
A Northern Soul,None,73,Documentary,7.6,2018,Sean McAllister,"Steve Arnott, Sean McAllister",,87
Aaj Aur Kal,Not Rated,144,"Drama, Romance",5.6,1963,Vasant Joglekar,"Ashok Kumar, Sunil Dutt, Nanda Karnataki, Tanuja Samarth",,58
The Making of 'Dances with Wolves',None,21,"Documentary, Short",6.7,1990,Jack Leustig,"Michael Blake, Tantoo Cardinal, Kevin Costner, Ed Gilbert",,73
Truck Busters,Approved,58,Drama,5.8,1943,B. Reeves Eason,"Richard Travis, Virginia Christine, Charles Lang, Ruth Ford",,94
Resident Alien,Unrated,85,"Comedy, Romance, Sci-Fi",5.9,1991,John Gaspard,"Amelia Barnes, Eve Black, Patrick Coyle, Nesba Crenshaw",,14
Al sur del edén,R,92,Drama,4.3,1982,Ismael González,"Sara Mora, Andrea Albani, Berta Cabré, José Febles",,32
8 Man,None,83,"Action, Sci-Fi",5.6,1992,Yasuhiro Horiuchi,"Kai Shishido, Etsushi Takahashi, Sachiko Ayase, Osamu Ohtomo",,97
En Aasai Rasave,None,138,Drama,5.7,1998,Kasthuri Raja,"Shivaji Ganesan, Delhi Ganesh, Vijay Kumar, Manivannan",,29
Where a Good Man Goes,None,90,"Action, Drama, Thriller",6.7,1999,Johnnie To,"Ching Wan Lau, Ruby Wong, Yiu-Cheung Lai, Suet Lam",,510
A Rainy Day with the Bear Family,Passed,7,"Animation, Family, Comedy",6.4,1940,Hugh Harman,"Frank Elmquist, Rudolf Ising, Martha Wentworth",,134
Tall in the Trap,TV-PG,8,"Animation, Short, Adventure",5.1,1962,Gene Deitch,Allen Swift,,355
Historias de Madrid,None,90,Comedy,6.1,1958,Ramón Comas,"Tony Leblanc, Licia Calderón, Mario Morales, María José Gil",,57
Souvenir,R,93,Drama,7.2,1988,Geoffrey Reeve,"Christopher Plummer, Catherine Hicks, Michael Lonsdale, Christopher Cazenove",,85
She's Alive! Creating the Bride of Frankenstein,None,39,"Documentary, Short, Horror",7.0,1999,David J. Skal,"Joe Dante, Christopher Bram, Scott MacQueen, Bob Madison",,288
Sex Derby,None,90,Adult,5.4,1987,Roy Karch,"Tracey Adams, Jeanna Fine, Breezy Lane, Siobhan Hunter",,7
The Smurfs Christmas Special,Not Rated,23,"Animation, Short, Adventure",6.3,1982,Gerard Baldwin,"Rene Auberjonois, Michael Bell, Lucille Bliss, William Callaway",,273
The Morning After: Part One,None,51,Comedy,5.5,2018,Javier McIntosh,"Marquita Goings, Mikia Jeter, Ernestine Johnson, Barshea Lowery",,25
Cop Chronicles: Loose Cannons: The Legend of the Haj-Mirage,None,80,"Action, Comedy, Crime",6.1,2018,Mark Potts,"Winston Carter, Nathan Caywood, Benjamin Crutcher, Erika Curry",,18
Just Add Love,None,90,"Comedy, Romance",7.5,1997,Jesse Griffith,"Wendie Malick, Richard Eden, Rolanda Mendelle, Jack Maxwell",,59
Il medico dei pazzi,None,91,Comedy,6.7,1954,Mario Mattoli,"Totò, Franca Marzi, Aldo Giuffrè, Vittoria Crispo",,304
The Ghosts of Oxford Street,None,53,Music,7.7,1991,Malcolm McLaren,"Tom Jones, Sinéad O'Connor, Shaun Ryder, Rowetta Satchell",,46
Playtime's Over,None,11,"Short, Comedy, Horror",7.8,2019,Tony Reames,"Haley Leary, Evan Reames, Jillian-Van Blair, Gracie Daniel",,19
Town Bizzness,TV-14,22,"Documentary, Biography, Music",9.3,2013,,"Jonathan Shepherd, Macc Dundee, Cheff Dee, Atrain",,12
The Unquenchable Thirst for Beau Nerjoose,None,95,"Adventure, Comedy, Musical",4.9,2016,Johnny Buell,"Quinn Allan, Richard Bain, Jacob Bean-Watson, Teresa Boyd",,73
An American in Hollywood,R,89,Drama,5.7,2014,Sai Varadan,"J.D. Williams, Hassan Johnson, Anil Raman, Richard Carroll Jr.",,216
Leningrad: Kolshchik,None,4,"Short, Action, Comedy",8.1,2017,Ilya Naishuller,"Leningrad, Aleksei Velikotnyi, Anna Baranovskaya, Alena Ermolaeva",,352
The Complete Walk: Titus Andronicus,None,10,"Short, Drama",9.7,2016,Nick Bagnall,"Peter Capaldi, Ekow Quartey",,16
Like There's No Tomorrow,None,90,Comedy,5.9,2020,Igor Biddau,"Francesco Malcom, Marina Kazankova, Tim Daish, Giovanni Cacioppo",,33
In the Night,Not Rated,12,"Short, Horror",5.8,2015,Joshua Erkman,"Keir O'Donnell, Michael Villar, Rob Zabrecky",,70
Coffee House Chronicles,None,7,Comedy,5.5,2014,,"Jenifer Munoz, Nicholas Downs, Ruben Ramos, Kyle Sing",,30
Waste,None,100,Drama,8.4,2019,Dominic Ryan,"Amanda Dahl, Bhasker Patel, Paul Dewdney, Vincent Woods",,16
The Forgotten Village,Approved,67,"Documentary, Drama",6.8,1941,"Herbert Kline, 
Alexander Hammid",Burgess Meredith,,93
Nadie escuchaba,Not Rated,117,Documentary,8.1,1987,"Néstor Almendros, 
Jorge Ulla","Clara Abraham, Patrice Barrat, Salvador Blanco, Maria Elena Bofill",,84
Lowland Kids,None,22,"Documentary, Short",7.5,2019,,Sandra Winther,,40
Chlorine,None,17,"Short, Drama",6.7,2019,Melissa Anastasi,"Marlo Kelly, Ezekiel Simat, Tasma Walton, Clementine Bell",,15
Homo Heights,None,92,Comedy,3.9,1998,Sara Moore,"Quentin Crisp, Lea DeLaria, Stephen Sorrentino, David Fenley",,124
The Faithful,None,90,Documentary,8.4,2021,,Annie Berman,,5
Cage Fight,None,97,Action,4.8,2012,Enrique Murillo,"Martin Aguilar, Alberto Alvarado, Lorena Bernal, Leila Ciancaglini",,57
Prem Dhillon Feat. Sidhu Moose Wala: Old Skool,None,4,Music,8.8,2020,Rahul Chahal,"Prem Dhillon, Sam Hoshizaki, Sidhu Moose Wala",,14
Engkanto,None,106,Fantasy,7.8,1992,Tata Esteban,"Vilma Santos, Robin Padilla, Roderick Paulate, Raul Zaragosa",,14
Daffy Duck Hunt,Approved,7,"Family, Animation, Comedy",7.6,1949,Robert McKimson,Mel Blanc,,"1,184"
Coachella,R,120,"Documentary, Music",7.3,2006,Drew Thomas,"Arcade Fire, Ash, Beck, Belle & Sebastian",,235
Millionaire 2,X,110,"Adult, Adventure, Mystery",6.6,2004,Max Bellocchio,"Claudia Ferrari, George Uhl, Francesco Malcom, Philippe Dean",,21
The Criminal Shall Not Escape,None,82,Drama,7.7,1965,Semyon Tumanov,"Yuriy Nikulin, Vladimir Yemelyanov, Leonid Kmit, Yuri Belov",,555
The Critic,None,15,"Short, Drama, Thriller",6.9,2018,Stella Velon,"Stella Velon, Alan Smyth, Todd Karner",,83
Parched,R,83,Horror,3.3,2017,Joe Leone,"Angelica Arroliga, Gabriella Chiulli, Nicholas M. Garofolo, Kerwin Johnson Jr.",,208
The Fierce One,None,97,Drama,7.5,1974,Tolomush Okeev,"Kambar Valiyev, Suymenkul Chokmorov, Aliman Zhankorozova, Kargynbai Satayev",,122
Eva's Eye,None,102,"Crime, Drama, Thriller",5.9,1999,Berit Nesheim,"Andrine Sæther, Bjørn Sundquist, Gisken Armand, Sverre Anker Ousdal",,278
Complex World,R,81,"Action, Comedy, Musical",6.4,1991,Jim Wolpaw,"Stanley Matis, Margo Dionne, Allen Oliver, Daniel von Bargen",,137
Let's Make Love,None,86,"Comedy, Drama",5.7,2002,Denis Evstigneev,"Kirill Malov, Andrei Novikov, Evgeniy Tsyganov, Yeva Kolomiyets",,269
Secuestro,PG-13,85,"Crime, Drama",4.8,1976,León Klimovsky,"María José Cantudo, Paul Naschy, Máximo Valverde, Luis Prendes",,19
Montedoro,None,88,"Drama, Mystery, Sci-Fi",5.8,2015,Antonello Faretta,"Domenico Brancale, Giovanni Capalbo, Anna di Dio, Mario Duca",,50
Willy McBean and His Magic Machine,TV-G,94,"Animation, Adventure, Family",5.9,1965,Arthur Rankin Jr.,"Larry D. Mann, Billie Mae Richards, Alfie Scopp, Paul Kligman",,135
Bordel de Luxe,None,93,None,6.6,2008,Tony Del Duomo,"Horst Baron, Sebastian Barrio, Tony Carrera, Demetri",,16
The Big Fat Quiz of the Year,None,130,"Comedy, Game-Show",7.8,2008,Mick Thomas,"Jimmy Carr, James Corden, Sean Lock, Davina McCall",,988
Chatterbox,Passed,68,"Comedy, Drama, Romance",5.9,1936,George Nichols Jr.,"Anne Shirley, Phillips Holmes, Edward Ellis, Erik Rhodes",,343
Ur in Analysis,None,60,Comedy,7.2,2015,Bernie Gewissler,"Mickey Gooch Jr., Randy Wayne, Trip Langley, Hana Mae Lee",,32
Prism,None,78,Documentary,7.0,2021,"Rosine Mfetgo Mbakam, 
An van Dienderen, 
Éléonore Yaméogo","Sylvestre Amoussou, Jean-Dominique Burton, David Fricker, Tella Kpomahou",,11
The Bank,TV-G,25,"Comedy, Short",6.6,1915,Charles Chaplin,"Charles Chaplin, Edna Purviance, Billy Armstrong, Carl Stockdale",,"2,031"
Heist,R,95,"Crime, Thriller",4.1,1998,Peter Rossi,"Paul Ben-Victor, Daniel Benzali, Myriam Cyr, Gill Gayle",,110
Duty Free,None,73,Documentary,8.0,2020,Sian-Pierre Regis,"Rebecca Danigelis, Sian-Pierre Regis",,47
Pulk,None,86,"Crime, Drama, Horror",3.0,2020,Julian Filigno,"Daniel Lewis Haug, Christian McKenna, Julian Filigno, Maria Bensadoun",,175
Fallait pas!...,None,95,Comedy,5.3,1996,Gérard Jugnot,"Michèle Laroque, Gérard Jugnot, François Morel, Martin Lamotte",,421
Atomic Heart Mother,None,97,"Drama, Fantasy",4.9,2015,Ali Ahmadzade,"Mohammad Reza Golzar, Taraneh Alidoosti, Mehrdad Sedighian, Pegah Ahangarani",,860
Artysci,None,45,"Comedy, Drama",7.7,2016,,"Marcin Czarnik, Adam Cywka, Michal Majnicz, Klara Bielawka",,185
LMFAO Feat. Natalia Kills: Champagne Showers,None,7,"Comedy, Horror, Music",5.7,2011,Mickey Finnegan,"LMFAO, Teddy Sinclair, Ryan Conferido, Ryan Feng",,88
Counterblast,None,90,Drama,6.0,1948,Paul L. Stein,"Robert Beatty, Mervyn Johns, Nova Pilbeam, Margaretta Scott",,230
#DigitalLivesMatter,None,93,Comedy,6.8,2016,Terri J. Vaughn,"Rashan Ali, Carlos Aviles, Brooklyn Beedles, Ben Bornert",,41
Matchmaker,None,52,"Comedy, Romance",6.8,2022,Mohidul Mohim,"Afran Nisho, Tanjin Tisha, Shahidul Alam Sachchu, Bashar Bappy",,10
Deuteronomium - Der Tag des jüngsten Gerichts,None,62,Horror,5.5,2004,Roger Grolimund,"Samuel Binkert, Denise Meili, Tina Perger, Tobias Durband",,53
Sex i selo,None,30,Comedy,8.3,2005,,"Haris Aljevic, Amina Begovic, Jasna Beri, Enis Beslagic",,12
New Girl,None,110,Comedy,5.3,1985,Charles Ison,"Duke Rightious, Beth Abernathy, Guy Carswell, Shawn Curran",,18
Disney Executives ADMIT They Are Indoctrinating Your Kids,None,9,"Documentary, Short",5.7,2022,,"Cabot Phillips, Jeremy Boreing, Ron DeSantis, Latoya Raveneau",,28
David Macaulay: Cathedral,Unrated,60,"Documentary, Animation, History",8.0,1986,Tim King,"David Macaulay, Caroline Berg, Derek Jacobi, Geoffrey Matthews",,52
The Steve Allen Comedy Hour,None,60,Comedy,6.0,1980,,"Steve Allen, Tom Leopold, Joe Baker, Catherine O'Hara",,22
Campus Cops,None,30,Comedy,6.9,1995,,"Ben Bode, Jerry Kernion, David Sage, JD Cullum",,29
Murder in Black & White,None,60,Documentary,7.5,2008,,"Al Sharpton, Hank Klibanoff, Jerry Mitchell, Jaribu Hill",,10
The Persian Lamb Coat,None,105,Comedy,5.5,1980,Marco Vicario,"Johnny Dorelli, Andréa Ferréol, Marcel Bozzuffi, Carole Bouquet",,81
Frühstücksfernsehen,None,180,News,4.3,1987,,"Marlene Lufen, Jan Hahn, Karen Heinrichs, Matthias Killing",,58
The Gloaming,None,14,"Animation, Short, Fantasy",7.8,2011,,Nobrain,,224
VIP zprávy,None,15,Talk-Show,2.1,2010,,"Barbora Hlavácková, Lenka Spilarová, Tereza Jemelíková, Lucie Spaková",,32
Namo Boothatma,None,156,"Comedy, Drama, Horror",6.8,2014,Murali,"Avinash, Anaswara Kumar, Komal Kumar, Iswarya Menon",,6
No Place,Not Rated,80,Crime,4.6,2020,Peter Matsoukas,"Benjamin Madrid, Afton Shepard, Forba Shepherd, Ric Payne",,49
Family,PG-13,109,"Comedy, Drama, Romance",8.0,2008,Faith Trimel,"Leslie Gilliam, Nikki Klecha, Fadhia Carmelle Marcelin, Mahogany Ratcliffe",,55
Ciencias naturales,R,70,Drama,6.6,2014,Matías Lucchesi,"Paula Galinelli Hertzog, Paola Barrientos, Alvin Astorga, Sergio Boris",,316
Downtown: A Street Tale,R,103,Drama,5.9,2004,Rafal Zielinski,"Joey Dedio, Eliud Figueroa, Geneviève Bujold, John Savage",,111
L'ombra nera del Vesuvio,None,360,Crime,7.4,1986,,"Carlo Giuffrè, Marcel Bozzuffi, Massimo Ranieri, Clelia Rondinella",,13
Highway Society,None,90,"Comedy, Crime, Drama",5.6,2000,Mika Kaurismäki,"Kai Wiesinger, Marie Zielcke, Jochen Nickel, Michaela Rosen",,156
Three Girls Around Schubert,None,93,Comedy,6.4,1936,E.W. Emo,"Paul Hörbiger, Gretl Theimer, Maria Andergast, Else Elster",,14
Whoopi Goldberg Presents Billy Connolly,None,58,"Documentary, Comedy",8.6,1989,Ellen Brown,"Billy Connolly, Whoopi Goldberg, Robin Williams",,49
Hénaut président,None,100,Comedy,5.1,2012,Michel Muller,"Michel Muller, Olivier Gourmet, Robinson Stévenin, Frédéric Scotlande",,26
From the Queen to the Chief Executive,None,102,Drama,7.1,2001,Herman Yau,"Stephen Tang, Jing Ai, David Wai-Sheung Lee, Shu Gei Chan",,107
Das Geheimnis meines Vaters,None,25,"Crime, Drama",6.8,2006,,"Kai Albrecht, Karsten Dahlem, Igor Jeftic, Heike Jonca",,9
Love Four,None,88,Drama,5.8,1994,John-David Hutchison,"Aedon Young, Ray Anthony Gordon, Andrew Paul Sharpe, Jason Dedrick",,14
